usuario_id,anio_nacimiento,ciudad,ingreso_estimado,fecha_alta,dias_desde_ultimo_pedido,gasto_restaurantes,gasto_mercados,gasto_bebidas,gasto_farmacia,gasto_kioscos,gasto_premium,pedidos_con_descuento,pedidos_app,pedidos_web,pedidos_local,visitas_app_mes,cupon_hot_sale,cupon_dia_del_amigo,cupon_cyber_monday,cupon_navidad,cupon_finde_largo,reclamo,respuesta_ultima_campania
1777,1980,Rosario,649125.0,2024-09-07,30,2000,11000,7000,41000,2000,11000,1,0,2,3,8,0,0,0,0,0,0,0
2088,1972,CABA,2122650.0,2025-10-04,17,997000,414000,30000,99000,15000,76000,1,6,5,12,2,0,1,0,1,1,0,0
4483,1993,CABA,1808850.0,2025-04-17,8,315000,473000,12000,220000,26000,182000,1,10,2,6,1,0,0,0,0,0,0,0
2557,1970,Córdoba,738700.0,2025-08-29,18,7000,6000,1000,3000,1000,11000,1,1,1,2,4,0,0,1,0,0,0,0
5077,1979,CABA,1932450.0,2025-11-02,10,425000,292000,35000,23000,115000,79000,1,6,6,11,3,0,0,0,0,0,0,0
5692,1989,Rosario,636075.0,2024-12-22,20,1000,3000,9000,8000,4000,7000,1,0,1,3,8,0,0,0,0,0,0,0
2452,1971,CABA,865000.0,2025-01-01,92,199000,60000,3000,8000,33000,15000,5,2,5,5,8,0,0,0,0,0,0,1
6988,1986,CABA,1798800.0,2025-01-10,24,656000,455000,107000,52000,80000,93000,2,4,8,8,4,0,0,1,0,1,0,0
7101,1963,GBA,1306950.0,2025-01-25,2,953000,71000,0,0,0,174000,6,5,10,10,8,0,0,0,0,0,0,0
7485,1950,GBA,1413775.0,2026-05-07,18,67000,32000,2000,17000,4000,16000,3,1,2,4,4,0,0,0,0,0,0,0
6969,1982,CABA,1256800.0,2025-08-07,25,99000,66000,8000,43000,13000,4000,3,1,4,5,7,0,0,0,0,0,0,0
7409,1970,CABA,1329675.0,2025-10-26,86,211000,30000,7000,7000,2000,10000,2,1,4,6,5,0,0,0,0,0,0,0
1545,1986,CABA,962700.0,2025-08-02,1,120000,206000,19000,25000,19000,54000,6,2,7,5,8,0,0,0,0,0,0,0
4120,1975,Rosario,1237850.0,2025-12-17,18,88000,78000,13000,58000,39000,93000,2,1,6,4,7,0,0,0,0,0,0,0
10381,1979,CABA,1192275.0,2025-07-05,91,14000,3000,0,0,0,4000,1,0,1,2,6,0,0,0,0,0,0,0
1340,1986,CABA,2322750.0,2026-04-24,33,551000,792000,103000,179000,137000,33000,1,7,6,13,1,1,0,0,1,1,0,0
4764,1952,Córdoba,1011050.0,2024-08-19,36,45000,52000,22000,25000,12000,13000,4,1,3,4,7,0,0,0,0,0,0,1
5294,1989,CABA,458950.0,2025-11-20,91,6000,19000,4000,16000,8000,4000,3,0,3,4,7,0,0,0,0,0,0,0
2156,1955,GBA,563850.0,2024-11-03,27,27000,10000,0,0,0,4000,4,0,2,4,5,0,0,0,0,0,0,0
2109,1990,CABA,2421075.0,2025-04-23,16,448000,951000,17000,40000,71000,17000,1,11,6,10,2,0,0,0,0,1,0,1
3220,1983,CABA,998050.0,2025-02-14,34,29000,59000,1000,19000,12000,36000,2,0,3,4,8,0,0,0,0,0,0,0
7215,1983,CABA,2549250.0,2025-03-12,26,722000,102000,72000,44000,27000,168000,0,8,6,13,2,1,0,0,1,1,0,1
6613,1970,Córdoba,1112775.0,2024-10-12,23,513000,133000,14000,46000,7000,14000,6,4,8,8,8,0,0,0,0,0,0,0
2656,1971,CABA,1021275.0,2025-02-21,64,23000,7000,4000,0,1000,24000,1,1,1,2,7,0,0,0,0,0,0,0
7527,1968,Córdoba,593700.0,2024-11-21,25,6000,29000,15000,12000,6000,8000,3,1,2,3,8,0,0,0,0,0,0,0
8439,1964,CABA,1585100.0,2026-06-06,10,734000,70000,44000,11000,26000,17000,2,3,6,4,4,1,0,0,0,0,0,0
2261,1969,CABA,657600.0,2025-06-23,5,4000,5000,0,2000,1000,4000,1,0,1,2,7,0,0,0,0,0,0,0
10413,1984,CABA,1814250.0,2026-04-25,19,274000,216000,141000,151000,83000,224000,1,6,4,12,1,0,0,0,0,0,0,0
6927,1968,GBA,1109425.0,2024-10-05,32,224000,30000,0,0,0,10000,8,1,5,5,8,0,0,0,0,0,0,0
10629,1973,Rosario,,2024-09-14,22,25000,43000,4000,17000,3000,17000,3,0,3,3,8,0,0,0,0,0,0,0
11039,1975,CABA,1298700.0,2025-09-17,28,82000,54000,30000,71000,33000,41000,2,2,5,4,5,0,0,0,0,0,0,0
10466,1965,CABA,1109825.0,2025-08-22,84,24000,20000,2000,2000,2000,10000,2,0,1,4,4,0,0,0,0,0,0,0
1631,1965,GBA,1630500.0,2024-09-03,19,890000,292000,25000,0,63000,12000,4,4,8,7,6,0,0,0,0,0,0,1
5278,1964,CABA,2055600.0,2026-01-25,8,307000,360000,31000,138000,26000,40000,1,9,6,5,3,1,0,0,0,0,0,0
9973,1963,CABA,1260925.0,2024-10-17,5,370000,92000,9000,6000,9000,4000,3,1,7,8,7,0,0,0,0,0,0,0
975,1956,CABA,1356300.0,2025-05-28,63,178000,26000,4000,8000,4000,44000,5,1,4,5,6,0,0,0,0,0,0,0
5181,1982,Rosario,609175.0,2025-03-20,72,2000,2000,11000,0,4000,5000,1,0,1,2,9,0,0,0,0,0,0,0
8233,1950,Córdoba,1621650.0,2026-01-26,27,508000,21000,5000,7000,5000,10000,4,3,7,7,5,0,0,0,1,0,0,0
5147,1948,CABA,2271050.0,2025-07-29,9,774000,118000,187000,182000,70000,93000,1,9,4,13,1,0,0,0,0,0,0,0
1170,1975,CABA,689325.0,2025-03-25,85,50000,110000,15000,39000,15000,15000,4,1,5,4,8,0,0,0,0,0,0,0
5721,1956,GBA,2102925.0,2026-05-11,19,611000,749000,45000,59000,76000,26000,1,10,7,6,2,0,0,0,0,1,0,0
5610,1965,CABA,836400.0,2026-04-21,89,7000,10000,1000,8000,3000,7000,2,0,1,3,7,0,0,0,0,0,0,0
4967,1960,GBA,955025.0,2025-03-29,11,233000,23000,0,0,0,12000,4,1,5,5,8,0,0,0,0,0,0,0
10796,1984,Córdoba,761925.0,2026-01-22,34,47000,6000,0,0,1000,12000,1,1,1,3,6,0,0,0,0,0,0,0
955,1962,Córdoba,1179375.0,2024-10-28,93,167000,44000,2000,6000,2000,19000,7,2,4,4,8,0,0,1,0,0,0,1
1951,1981,Rosario,861125.0,2025-01-27,11,228000,122000,129000,208000,122000,30000,6,2,11,8,9,0,0,0,0,0,0,0
3979,1983,GBA,2267175.0,2025-05-22,19,982000,672000,34000,23000,17000,51000,1,2,6,8,2,0,0,0,0,1,0,1
2437,1989,CABA,,2025-06-03,1,861000,461000,30000,60000,138000,61000,1,5,6,12,3,1,0,0,1,0,0,0
6606,1969,Córdoba,1752275.0,2025-03-31,13,964000,137000,0,15000,34000,11000,2,2,5,10,8,0,0,0,1,0,0,0
4518,1979,CABA,2142325.0,2025-04-20,3,386000,183000,132000,185000,172000,111000,2,5,9,11,5,0,0,0,0,0,0,0
6543,1945,Córdoba,1571175.0,2025-01-15,33,521000,706000,76000,80000,168000,61000,1,6,3,4,2,0,0,0,0,0,0,0
10826,1959,CABA,467250.0,2024-12-28,79,6000,7000,4000,23000,1000,19000,1,1,1,2,8,0,0,0,0,0,0,0
3657,1986,CABA,978650.0,2025-02-14,23,94000,33000,12000,13000,1000,12000,3,0,4,4,8,0,0,0,0,0,0,0
10676,1982,CABA,1580275.0,2024-11-02,7,145000,459000,26000,205000,193000,145000,2,8,3,7,2,0,0,0,0,0,0,1
1859,1972,Córdoba,1881275.0,2024-08-27,2,721000,925000,18000,97000,111000,18000,1,6,7,5,5,0,0,0,0,0,0,1
2173,1952,CABA,1001225.0,2025-10-16,99,13000,7000,3000,0,6000,3000,1,0,1,3,6,0,0,0,0,0,0,0
89,1975,Rosario,555300.0,2025-12-09,76,5000,20000,8000,6000,9000,21000,2,0,2,4,6,0,0,0,0,0,0,0
4971,1962,GBA,787425.0,2024-12-06,70,108000,28000,1000,13000,1000,4000,2,1,3,4,8,0,0,0,0,0,0,0
3421,1968,Córdoba,1596025.0,2025-04-21,13,635000,100000,7000,20000,15000,131000,1,3,9,9,6,0,0,0,0,0,0,0
4426,1975,CABA,1395025.0,2025-09-22,9,367000,51000,4000,6000,4000,95000,6,2,7,6,7,1,0,0,0,0,0,0
6905,1994,CABA,2017125.0,2024-08-22,22,241000,604000,26000,34000,45000,54000,1,4,6,10,2,0,0,0,0,0,0,0
1045,1965,CABA,1302925.0,2024-08-16,10,112000,107000,0,30000,10000,20000,2,2,5,4,7,0,0,0,0,0,0,0
2918,1981,CABA,712750.0,2025-04-13,57,44000,19000,4000,0,5000,19000,3,0,2,4,5,0,0,0,0,0,0,0
9097,1956,CABA,1152150.0,2025-11-03,72,244000,32000,2000,7000,8000,50000,4,1,3,8,4,0,0,0,0,0,0,0
10314,1948,GBA,2095925.0,2024-12-16,24,847000,119000,89000,86000,66000,111000,1,10,9,5,4,1,0,0,1,0,0,1
9405,1954,GBA,1321725.0,2024-10-15,91,84000,61000,1000,2000,3000,21000,3,1,3,4,7,0,0,0,0,0,0,1
6261,1979,CABA,1450625.0,2025-11-26,11,270000,88000,48000,11000,31000,22000,3,2,3,10,4,0,0,0,0,0,0,0
10299,1969,GBA,1206000.0,2024-11-09,11,389000,248000,49000,64000,91000,41000,3,3,6,13,5,0,0,0,0,0,0,1
2565,1955,Córdoba,1765950.0,2025-06-01,23,1016000,215000,12000,16000,12000,63000,1,5,4,10,3,0,0,0,1,0,0,0
2920,1975,GBA,1315350.0,2024-12-01,25,789000,142000,9000,12000,0,38000,2,4,2,8,8,0,0,0,0,0,0,0
5474,1970,CABA,1075500.0,2025-11-30,23,45000,99000,25000,4000,7000,43000,3,1,4,4,6,0,0,0,0,0,0,0
2807,1969,CABA,1419900.0,2025-02-16,9,656000,161000,47000,62000,38000,37000,3,9,8,7,7,0,0,0,0,0,0,0
4070,1969,GBA,2371775.0,2024-09-01,25,169000,553000,0,188000,24000,144000,1,5,8,4,7,0,0,0,1,1,0,1
9606,1965,GBA,1749225.0,2025-08-27,32,882000,514000,29000,38000,29000,44000,1,2,4,6,3,1,0,0,0,1,0,1
1092,1980,CABA,1525350.0,2024-08-11,14,269000,495000,43000,182000,129000,29000,4,3,9,4,7,0,0,0,0,0,0,0
368,1974,CABA,1001225.0,2024-11-29,70,91000,52000,44000,10000,65000,28000,3,2,3,6,5,0,0,0,0,0,0,0
2952,1977,Córdoba,906825.0,2026-04-16,38,29000,30000,2000,3000,3000,9000,2,0,3,3,6,0,0,0,0,0,0,0
7233,1972,CABA,1730225.0,2024-09-17,11,496000,849000,48000,229000,32000,128000,2,3,5,6,4,1,0,0,0,0,0,0
4769,1977,Córdoba,1448850.0,2026-06-18,28,456000,24000,0,0,4000,9000,7,2,8,6,7,0,0,0,1,0,0,0
1406,1975,CABA,1330025.0,2025-02-12,33,280000,81000,0,20000,7000,27000,8,3,6,5,7,0,0,0,0,0,0,0
7042,1983,CABA,919750.0,2025-03-01,24,3000,14000,21000,15000,3000,10000,1,1,2,2,9,0,0,0,0,0,0,1
10664,1949,Córdoba,1288225.0,2025-09-07,23,400000,35000,0,6000,4000,22000,2,1,9,5,8,0,0,0,0,0,0,0
9780,1971,Córdoba,1787475.0,2025-06-25,12,465000,132000,0,136000,25000,37000,2,3,8,13,4,0,0,0,0,0,0,0
3867,1947,GBA,1826475.0,2025-08-31,23,410000,420000,82000,0,112000,71000,1,3,9,13,4,0,0,0,0,0,0,0
1743,1974,CABA,1742975.0,2026-05-26,2,273000,208000,14000,177000,86000,43000,1,3,2,5,1,0,0,0,0,0,0,0
615,1960,CABA,762675.0,2025-03-11,58,65000,74000,20000,38000,36000,110000,1,1,5,4,7,0,0,0,0,0,0,0
4547,1960,CABA,341800.0,2025-04-17,28,6000,9000,1000,2000,2000,5000,2,0,1,3,8,0,0,0,0,0,0,0
9797,1956,CABA,1452900.0,2026-04-13,18,228000,130000,11000,4000,19000,51000,2,3,3,8,2,0,0,0,0,0,0,0
5062,1963,GBA,1351800.0,2025-07-27,30,35000,4000,0,0,0,0,1,0,2,2,8,0,0,0,0,0,0,0
7414,1971,CABA,1095600.0,2024-09-15,33,96000,42000,3000,12000,1000,32000,4,1,3,4,8,0,0,0,0,0,0,0
3870,1978,Rosario,1596375.0,2025-02-09,5,359000,314000,116000,93000,35000,89000,1,3,7,13,4,0,0,0,0,0,0,0
4345,1964,Rosario,,2026-01-12,10,5000,9000,0,2000,1000,4000,1,0,1,2,7,0,0,0,0,0,0,0
5723,1976,GBA,1229675.0,2026-01-11,96,81000,31000,1000,2000,1000,0,1,1,1,5,2,0,0,0,0,0,0,0
7627,1975,Córdoba,2304075.0,2024-12-12,19,817000,797000,163000,106000,183000,20000,0,11,5,5,2,1,0,0,0,1,0,1
5423,1983,CABA,708975.0,2025-10-27,59,6000,5000,1000,2000,0,2000,1,0,1,2,7,0,0,0,0,0,0,0
6825,1953,CABA,1036300.0,2025-03-06,76,13000,3000,0,0,0,0,1,0,1,2,7,0,0,0,0,0,0,0
1403,1975,Rosario,874600.0,2024-09-06,71,8000,15000,5000,3000,4000,3000,2,0,1,3,7,0,0,0,0,0,0,0
9645,1968,CABA,1614750.0,2024-10-14,1,920000,168000,46000,36000,138000,30000,1,4,9,10,6,0,0,0,0,0,0,0
5063,1977,CABA,719225.0,2024-12-18,36,41000,129000,3000,10000,5000,3000,3,1,4,4,9,0,0,0,0,0,0,0
9029,1972,GBA,1752900.0,2025-01-26,31,707000,603000,58000,95000,44000,29000,1,8,2,12,1,0,0,0,0,0,0,0
6566,1954,GBA,1813750.0,2024-11-08,21,826000,317000,38000,50000,50000,38000,9,2,5,12,8,0,0,0,0,0,0,0
9289,1979,CABA,919525.0,2026-04-10,20,29000,17000,3000,0,1000,13000,1,1,2,2,8,0,0,0,0,0,0,1
6303,1986,GBA,2295500.0,2025-11-23,28,410000,747000,161000,76000,73000,30000,0,5,5,12,1,0,0,0,0,0,0,0
3916,1971,GBA,1231725.0,2024-08-15,13,639000,166000,8000,11000,8000,58000,3,3,7,12,7,0,0,0,0,0,0,0
7108,1965,Córdoba,1284750.0,2024-09-08,65,205000,47000,2000,23000,20000,56000,6,2,5,5,5,0,0,0,0,0,0,0
6488,1959,GBA,970725.0,2026-04-06,82,76000,7000,0,0,0,16000,1,2,3,2,5,0,0,0,0,0,0,0
8685,1977,CABA,1050350.0,2024-08-17,9,244000,108000,15000,4000,15000,50000,6,1,7,6,8,0,0,0,0,0,0,1
3602,1958,Córdoba,1285300.0,2025-12-31,10,140000,29000,5000,4000,3000,14000,2,2,3,4,4,0,0,0,0,0,0,0
4552,1991,CABA,1284325.0,2025-06-22,72,83000,101000,26000,64000,2000,117000,1,5,3,3,4,0,0,0,0,0,0,0
234,1979,CABA,382175.0,2024-10-10,86,1000,8000,3000,4000,2000,13000,2,1,1,2,7,0,0,1,0,0,0,1
9671,1968,CABA,487850.0,2026-01-26,16,14000,21000,1000,2000,3000,28000,4,1,3,2,8,0,0,1,0,0,0,1
6312,1959,CABA,1625775.0,2025-03-17,24,258000,291000,37000,84000,107000,86000,4,3,10,13,7,0,0,0,0,0,0,0
3710,1984,GBA,992100.0,2024-10-12,4,19000,35000,4000,6000,0,17000,2,1,2,2,7,0,0,0,0,0,1,1
3363,1974,Rosario,503250.0,2026-03-17,14,0,3000,6000,7000,6000,12000,1,0,1,3,8,0,0,0,0,0,0,0
3934,1966,CABA,1532150.0,2025-08-02,30,356000,107000,9000,19000,0,117000,2,1,7,8,5,0,0,0,0,0,0,0
8373,1979,Rosario,614850.0,2025-12-10,99,1000,6000,0,10000,3000,9000,1,0,1,3,5,0,0,0,0,0,0,0
5237,1950,GBA,1219175.0,2026-01-01,37,28000,21000,0,3000,1000,10000,3,1,2,3,5,0,0,0,0,0,0,0
7352,1957,CABA,1381675.0,2025-10-21,26,161000,136000,3000,32000,28000,45000,4,4,3,6,3,0,0,0,0,0,0,0
6679,1966,CABA,831975.0,2026-06-12,19,10000,3000,0,0,3000,0,1,0,0,3,3,0,0,0,0,0,0,0
11075,1978,CABA,1281675.0,2025-10-29,95,183000,64000,2000,7000,2000,12000,4,3,3,5,4,0,0,0,0,0,0,0
3850,1963,Rosario,372950.0,2024-12-07,22,3000,3000,4000,15000,3000,15000,1,0,1,3,6,0,0,0,0,0,0,0
7053,1966,GBA,1960500.0,2025-06-29,21,604000,674000,28000,91000,28000,28000,1,10,3,8,1,0,0,0,0,0,0,0
6742,1979,CABA,442200.0,2025-01-13,81,2000,1000,1000,3000,2000,2000,1,0,1,2,8,0,0,0,0,0,1,0
4368,1980,CABA,1196250.0,2025-12-03,85,42000,43000,12000,20000,7000,10000,1,0,3,4,6,0,0,0,0,0,0,0
9213,1970,CABA,797000.0,2024-10-31,84,4000,5000,0,2000,1000,3000,1,0,1,2,8,0,0,0,0,0,0,0
2181,1970,CABA,1765425.0,2025-06-23,4,353000,753000,46000,40000,61000,27000,1,3,3,7,2,0,0,0,0,0,0,0
10430,1973,CABA,2242350.0,2025-10-09,16,1126000,211000,28000,37000,28000,42000,3,3,4,4,5,1,0,0,1,1,0,0
8663,1974,CABA,999900.0,2026-05-22,22,11000,3000,0,0,0,1000,1,0,1,2,6,0,0,0,0,0,0,0
1968,1971,CABA,1142100.0,2025-12-02,15,5000,5000,0,10000,1000,7000,1,0,1,2,7,0,0,0,0,0,0,0
9336,1969,GBA,1554675.0,2026-03-22,16,512000,83000,0,0,0,41000,3,2,6,10,4,0,0,0,0,0,0,0
1650,1960,Córdoba,2046075.0,2025-04-22,18,779000,537000,69000,34000,86000,138000,1,9,5,12,3,0,0,0,0,0,0,0
221,1955,CABA,1218150.0,2025-04-27,99,138000,38000,0,4000,3000,59000,3,2,3,4,6,0,0,0,0,0,0,0
8601,1980,CABA,2000275.0,2025-04-29,29,421000,536000,178000,82000,76000,102000,2,6,8,5,4,0,0,0,0,0,0,0
6678,1989,CABA,798200.0,2026-03-28,66,33000,24000,2000,4000,4000,5000,2,0,3,4,7,0,0,0,0,0,0,0
146,1960,GBA,1901125.0,2025-11-15,18,760000,400000,93000,17000,53000,0,1,5,4,11,2,1,0,0,0,0,0,0
11003,1980,Rosario,628250.0,2025-10-02,71,2000,7000,18000,0,5000,18000,2,0,2,3,7,0,0,0,0,0,0,0
7972,1955,CABA,1822650.0,2025-09-17,20,400000,519000,75000,71000,32000,54000,1,4,3,9,1,0,0,0,0,0,0,0
347,1976,CABA,1019500.0,2024-09-08,13,229000,71000,3000,13000,27000,34000,4,1,7,5,9,0,0,0,0,0,0,0
5093,1974,GBA,637725.0,2024-09-18,29,40000,30000,7000,10000,3000,11000,3,0,3,3,9,0,0,0,0,0,0,1
3074,1984,GBA,1766075.0,2024-10-15,16,1218000,304000,143000,23000,107000,33000,1,8,5,4,6,0,0,0,0,0,0,1
3673,1971,CABA,1380975.0,2025-07-14,16,371000,238000,24000,23000,17000,106000,3,5,7,11,5,0,0,0,0,0,0,0
10350,1950,GBA,1360800.0,2025-05-09,17,33000,5000,0,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0
1515,1975,Córdoba,854400.0,2026-01-22,11,11000,7000,2000,4000,2000,2000,1,0,1,3,3,0,0,0,0,0,0,0
10281,1970,CABA,1617825.0,2026-02-07,32,180000,241000,54000,13000,60000,54000,2,5,5,7,4,0,0,0,0,0,0,1
5562,1974,CABA,1502325.0,2025-06-26,2,502000,109000,6000,16000,12000,90000,2,2,7,10,6,0,0,0,0,0,0,0
2445,1974,GBA,711000.0,2025-07-07,98,38000,24000,0,0,1000,0,1,0,2,3,8,0,0,0,0,0,0,0
1016,1959,GBA,863850.0,2026-03-30,63,41000,6000,0,2000,1000,5000,2,0,2,3,6,0,0,0,0,0,0,0
4937,1973,Rosario,1152350.0,2026-06-10,30,12000,20000,2000,3000,2000,5000,1,0,1,3,7,0,0,0,0,0,0,0
6634,1979,Córdoba,836550.0,2025-08-07,74,22000,18000,0,0,3000,11000,1,0,2,3,7,0,0,0,0,0,0,0
6131,1980,Rosario,1770725.0,2025-12-01,25,141000,106000,19000,72000,70000,23000,2,2,4,8,3,0,0,0,0,0,0,0
2569,1987,CABA,433075.0,2024-10-10,77,3000,17000,1000,6000,14000,5000,1,0,1,3,8,0,0,0,0,0,0,0
8175,1992,CABA,873375.0,2025-06-21,65,34000,66000,10000,3000,4000,20000,1,1,2,4,7,0,0,0,0,0,0,0
8104,1951,GBA,1332800.0,2025-08-09,72,241000,12000,0,0,0,25000,1,1,5,5,7,0,0,0,0,0,0,0
7943,1975,GBA,916575.0,2026-04-25,66,18000,6000,3000,3000,0,5000,1,1,1,3,2,0,0,0,0,0,0,0
6382,1953,CABA,1219850.0,2026-06-26,26,25000,11000,0,3000,0,15000,1,0,1,3,4,0,0,0,0,0,0,0
10129,1966,CABA,2060675.0,2026-03-12,12,482000,509000,107000,104000,147000,107000,1,5,3,12,1,0,0,0,0,1,0,0
4943,1953,CABA,1762575.0,2024-09-30,4,1379000,216000,33000,0,33000,66000,1,4,2,9,6,0,0,0,1,1,0,0
5209,1954,CABA,1250050.0,2025-06-17,22,443000,71000,16000,21000,5000,82000,2,2,8,7,7,0,0,0,0,0,0,0
7325,1986,GBA,954925.0,2025-06-29,83,23000,11000,1000,2000,0,3000,1,0,1,3,5,0,0,0,0,0,0,0
2661,1964,CABA,467525.0,2025-06-04,93,12000,2000,6000,10000,4000,10000,4,0,2,4,5,0,0,0,0,0,0,0
3807,1955,CABA,1498125.0,2024-11-30,10,473000,176000,21000,19000,21000,56000,3,2,9,9,6,0,0,0,0,0,0,0
8414,1962,GBA,835475.0,2025-08-17,81,56000,12000,0,0,0,18000,2,0,2,4,7,0,0,0,0,0,0,0
2937,1974,GBA,1708800.0,2025-08-28,21,614000,132000,33000,43000,16000,33000,3,5,8,9,6,0,0,0,0,0,0,0
9485,1986,GBA,1148025.0,2026-03-10,60,102000,49000,3000,24000,9000,12000,1,1,2,6,4,0,0,0,0,0,0,0
6406,1988,Córdoba,1957125.0,2025-10-28,13,647000,391000,67000,175000,107000,40000,1,4,6,10,3,0,0,0,0,0,0,0
113,1951,CABA,770825.0,2025-07-16,10,11000,7000,1000,3000,0,6000,2,0,1,3,5,0,0,0,0,0,0,0
6036,1959,Córdoba,2228000.0,2026-03-17,27,1168000,408000,129000,72000,92000,55000,1,6,5,7,1,0,0,0,0,1,0,0
10812,1978,GBA,1159425.0,2026-03-01,19,37000,46000,3000,4000,0,0,1,1,2,3,4,0,0,0,0,0,0,0
9955,1954,CABA,997450.0,2025-02-12,29,69000,26000,-22000,12000,8000,12000,2,0,3,4,7,0,0,0,0,0,0,0
9284,1958,CABA,1349425.0,2025-06-08,33,620000,165000,24000,0,16000,82000,5,5,5,12,5,0,0,0,0,0,0,0
6260,1955,Córdoba,2059600.0,2024-11-19,31,984000,432000,120000,180000,51000,190000,1,10,3,13,1,0,0,0,0,1,0,1
10525,1986,CABA,664400.0,2024-10-13,13,10000,8000,0,0,0,9000,1,0,1,2,9,0,0,1,0,0,0,1
2620,1974,GBA,864900.0,2025-04-13,14,14000,2000,0,0,0,7000,1,0,1,2,8,0,0,0,0,0,0,1
3594,1973,Córdoba,1352700.0,2024-11-05,19,539000,91000,6000,8000,6000,97000,13,2,8,9,8,0,0,0,0,0,0,0
2217,1975,Rosario,932100.0,2025-03-29,85,11000,2000,1000,2000,1000,6000,1,0,0,3,6,0,0,0,0,0,0,0
4480,1973,Córdoba,1510800.0,2026-03-09,11,365000,15000,3000,4000,3000,11000,5,2,7,5,6,0,0,0,0,0,0,0
9396,1978,GBA,942925.0,2024-11-23,3,9000,6000,1000,4000,0,5000,1,0,1,2,9,0,0,0,0,0,0,0
4261,1946,GBA,2070000.0,2024-11-24,21,1006000,115000,68000,59000,22000,45000,1,6,7,12,3,1,0,0,0,1,0,1
5536,1959,CABA,2194275.0,2025-05-22,5,1492000,287000,57000,50000,38000,33000,1,10,5,4,6,1,1,0,1,1,0,1
5654,1972,CABA,900650.0,2026-03-16,97,20000,10000,4000,6000,4000,17000,2,0,2,3,6,0,0,0,0,0,0,0
550,1952,CABA,1558375.0,2025-05-23,32,243000,217000,6000,85000,131000,26000,2,3,3,13,2,0,0,0,0,0,0,0
5221,1957,CABA,1321300.0,2024-12-01,14,714000,99000,0,11000,8000,47000,4,7,10,5,8,0,0,1,0,0,0,0
4047,1954,GBA,1633100.0,2026-01-11,28,384000,102000,32000,21000,0,5000,3,2,6,9,4,0,0,0,0,0,0,0
2564,1953,CABA,1531950.0,2026-01-04,70,111000,28000,6000,2000,3000,15000,2,1,3,4,6,0,0,0,0,0,0,0
4299,1960,CABA,1774275.0,2024-09-21,28,1001000,572000,125000,93000,17000,17000,7,11,11,5,7,0,0,0,0,0,0,1
9353,1959,CABA,1561250.0,2026-01-06,8,515000,267000,66000,62000,47000,38000,2,5,5,4,3,0,0,0,1,0,0,0
1519,1972,GBA,964450.0,2025-06-22,97,38000,22000,3000,3000,4000,3000,3,0,3,3,8,0,0,0,0,0,0,1
2337,1971,CABA,745475.0,2025-10-24,65,9000,24000,1000,2000,1000,2000,3,0,3,3,6,0,0,0,0,0,0,0
10967,1963,CABA,834450.0,2025-02-06,10,33000,40000,7000,3000,6000,10000,3,0,2,4,7,0,0,0,0,0,0,0
839,1975,GBA,1137575.0,2025-09-25,63,97000,44000,1000,6000,4000,18000,1,1,3,4,5,0,0,0,0,0,0,0
803,1968,CABA,1013025.0,2025-04-05,12,12000,5000,0,0,0,4000,1,1,0,2,5,0,0,0,0,0,0,0
3678,1973,CABA,1505200.0,2024-10-07,28,488000,71000,0,15000,23000,59000,11,3,8,7,7,0,0,0,1,0,0,1
10212,1986,Córdoba,1059650.0,2025-01-13,84,65000,16000,4000,0,4000,11000,1,0,3,3,8,0,0,0,0,0,0,0
1165,1958,GBA,1268225.0,2025-05-02,9,239000,143000,4000,45000,13000,52000,9,2,6,7,6,0,0,0,0,0,0,0
3427,1955,GBA,1495525.0,2025-04-12,32,629000,70000,0,0,0,35000,6,2,11,7,8,0,0,0,0,0,0,0
2631,1982,CABA,1796325.0,2025-05-08,20,358000,413000,97000,141000,108000,32000,1,8,2,6,1,0,0,0,0,0,0,0
10779,1983,CABA,553700.0,2026-04-13,65,15000,14000,4000,0,5000,11000,1,0,1,3,7,0,0,0,0,0,0,0
1524,1983,Rosario,2042450.0,2025-03-01,31,709000,115000,160000,30000,45000,45000,1,2,8,5,5,1,0,0,0,0,0,1
898,1986,CABA,586925.0,2025-10-21,65,38000,54000,8000,3000,15000,29000,3,0,3,4,8,0,0,0,0,0,0,0
6184,1969,GBA,1711550.0,2024-12-12,17,561000,785000,128000,84000,64000,48000,1,3,3,8,1,0,0,0,0,0,0,0
3560,1952,CABA,2096100.0,2025-05-12,19,901000,345000,31000,75000,31000,191000,1,4,4,11,1,0,0,0,0,1,0,0
6609,1966,CABA,675950.0,2024-09-18,30,1000,25000,23000,17000,26000,15000,1,0,3,3,9,0,0,0,0,0,0,1
1676,1975,CABA,1076425.0,2025-10-30,80,213000,44000,2000,0,2000,5000,4,2,4,5,5,0,0,0,0,0,0,0
6365,1987,Rosario,759750.0,2025-09-02,68,10000,12000,1000,25000,12000,20000,1,0,2,3,6,0,0,0,0,0,0,0
879,1976,Córdoba,1242025.0,2025-11-04,1,411000,26000,0,0,0,21000,6,1,7,7,7,0,0,0,0,0,0,0
1277,1960,CABA,1961700.0,2026-04-09,26,434000,388000,22000,104000,22000,34000,1,7,10,10,4,1,0,0,0,0,0,0
10319,1971,CABA,1657575.0,2025-02-26,18,1090000,96000,12000,16000,12000,60000,4,4,3,11,8,0,0,0,1,0,0,0
