antiguedad_meses,plan,horas_vistas_mes_pasado,perfiles_activos,genero_favorito,dispositivo_principal,usa_descargas_offline,dias_desde_ultima_sesion,cambios_plan_ultimo_anio,churn_30d,horas_proximo_mes
56,estandar_con_anuncios,29.8,2,drama,smart_tv,False,10,0,1,2.9
52,premium,64.0,1,accion,tablet,True,2,1,0,49.0
20,estandar_con_anuncios,0.4,2,accion,celular,False,2,0,0,0.4
4,estandar,33.5,3,accion,celular,False,4,0,1,4.6
49,estandar,38.5,1,comedia,celular,False,3,1,0,40.6
23,basico,23.3,1,reality,smart_tv,True,0,1,0,23.3
45,estandar,45.4,2,drama,celular,True,7,2,0,42.5
8,estandar,45.2,1,accion,smart_tv,False,0,0,0,37.6
40,estandar,44.2,1,kids,smart_tv,True,0,2,0,44.2
35,estandar,35.3,1,reality,celular,False,4,1,0,31.8
55,premium,38.5,4,comedia,smart_tv,True,2,1,0,37.6
7,basico,42.0,1,accion,pc,True,2,0,0,56.8
25,estandar,42.3,3,drama,smart_tv,True,0,0,0,43.6
59,estandar_con_anuncios,7.6,1,drama,celular,False,8,0,0,8.3
23,estandar,34.0,2,drama,celular,True,1,0,1,1.7
39,estandar,12.1,2,kids,celular,False,4,0,0,10.4
10,basico,26.4,2,comedia,celular,False,0,2,0,26.3
43,estandar_con_anuncios,18.6,1,kids,tablet,False,2,0,1,4.3
17,premium,37.8,2,drama,celular,False,3,2,0,35.8
34,basico,51.6,1,reality,celular,False,12,0,0,55.0
52,estandar,22.0,3,reality,celular,True,7,1,0,18.7
40,estandar_con_anuncios,31.9,2,drama,smart_tv,False,16,0,1,3.5
28,premium,80.1,3,drama,smart_tv,False,1,0,0,68.7
12,estandar_con_anuncios,35.2,1,drama,smart_tv,False,7,0,0,50.3
21,estandar_con_anuncios,19.3,1,reality,smart_tv,False,1,2,0,21.4
51,premium,32.2,3,comedia,smart_tv,False,0,0,0,41.7
13,premium,25.7,1,accion,smart_tv,True,7,0,0,24.1
39,estandar_con_anuncios,15.1,2,accion,celular,False,4,2,1,3.5
29,basico,17.1,2,kids,smart_tv,False,8,0,0,13.7
19,estandar,25.8,1,accion,pc,False,1,0,0,27.6
43,premium,43.7,4,accion,smart_tv,True,3,0,0,45.6
22,basico,25.3,2,anime,celular,True,3,0,0,25.3
17,estandar,43.7,1,drama,smart_tv,False,1,0,0,39.5
32,estandar,19.1,3,reality,celular,True,8,0,0,22.3
45,estandar,28.5,2,drama,smart_tv,True,0,0,0,25.9
51,estandar,36.9,2,accion,celular,False,6,0,0,38.9
38,estandar,35.2,2,reality,smart_tv,False,13,1,0,36.4
40,estandar_con_anuncios,48.9,1,documental,tablet,False,1,3,1,2.1
47,premium,52.4,1,kids,smart_tv,True,1,0,0,44.1
16,premium,22.1,4,comedia,celular,True,2,0,0,20.4
15,estandar,42.5,3,comedia,smart_tv,True,17,0,0,56.8
29,estandar_con_anuncios,28.6,1,comedia,celular,False,0,1,0,34.3
38,estandar_con_anuncios,19.3,1,accion,celular,False,1,0,0,22.8
39,estandar,20.0,2,accion,smart_tv,True,3,1,0,17.2
10,estandar_con_anuncios,45.2,1,comedia,smart_tv,False,0,0,0,33.5
47,premium,32.9,4,comedia,smart_tv,True,7,0,0,39.4
22,basico,36.7,1,comedia,smart_tv,True,0,1,0,42.7
52,estandar,42.3,3,comedia,tablet,True,0,0,0,43.3
43,premium,57.6,1,drama,smart_tv,True,1,0,0,53.8
58,basico,55.4,1,reality,smart_tv,False,8,0,0,40.8
38,basico,36.6,1,documental,tablet,True,0,0,0,42.3
32,estandar,29.3,1,drama,smart_tv,False,0,0,0,35.6
12,estandar,52.6,2,kids,smart_tv,True,1,1,0,46.2
24,basico,17.5,1,reality,celular,False,7,0,0,15.1
51,estandar,41.7,2,comedia,consola,False,1,0,0,51.0
23,premium,27.5,1,drama,celular,True,6,0,0,24.3
4,basico,9.8,1,drama,celular,True,5,0,0,12.9
15,estandar_con_anuncios,20.0,2,drama,tablet,False,1,2,0,19.6
36,basico,33.5,2,kids,smart_tv,True,2,0,0,31.2
38,basico,2.6,1,anime,tablet,True,1,0,0,2.6
59,estandar_con_anuncios,30.4,1,drama,pc,False,1,0,0,28.3
56,estandar_con_anuncios,10.4,1,kids,consola,False,3,2,0,12.5
32,estandar,56.9,1,drama,smart_tv,True,13,1,0,66.0
33,basico,22.5,1,accion,smart_tv,True,1,0,0,26.9
48,premium,32.1,2,kids,celular,True,15,0,0,33.2
3,estandar_con_anuncios,19.4,2,comedia,celular,False,2,1,0,17.8
36,estandar_con_anuncios,7.3,1,drama,celular,False,4,1,0,7.3
28,estandar,56.4,2,accion,consola,False,2,0,0,52.1
47,premium,48.9,5,anime,celular,False,0,1,0,61.8
48,estandar_con_anuncios,19.7,1,comedia,smart_tv,False,0,0,1,1.6
39,estandar_con_anuncios,30.1,2,drama,smart_tv,False,9,0,0,29.6
39,estandar_con_anuncios,6.2,2,drama,smart_tv,False,1,0,0,5.2
41,estandar,19.1,3,accion,smart_tv,False,11,0,0,24.4
35,basico,34.0,1,accion,smart_tv,True,2,0,0,34.8
14,estandar_con_anuncios,2.7,1,kids,pc,False,0,0,1,0.9
17,estandar_con_anuncios,2.9,1,kids,celular,False,3,1,1,5.7
44,basico,41.2,1,reality,celular,True,8,1,0,37.4
37,premium,56.0,5,reality,smart_tv,True,4,0,0,52.8
15,estandar,17.4,2,comedia,celular,True,7,0,0,16.7
52,basico,20.0,2,accion,pc,True,2,1,0,15.3
58,estandar_con_anuncios,9.3,2,comedia,consola,False,0,0,0,9.8
37,estandar_con_anuncios,47.7,2,comedia,celular,False,2,0,1,1.6
14,estandar_con_anuncios,32.8,2,anime,pc,False,3,1,0,29.4
56,estandar,33.4,3,kids,celular,False,7,0,0,29.2
14,premium,54.8,3,anime,celular,False,0,0,0,49.0
26,premium,26.8,5,comedia,consola,True,9,1,0,22.8
51,premium,39.2,5,accion,smart_tv,False,0,0,0,40.9
31,premium,49.2,3,accion,smart_tv,True,0,0,0,47.8
15,premium,53.0,5,drama,smart_tv,True,1,1,0,53.5
5,estandar_con_anuncios,17.0,2,comedia,celular,False,5,2,1,3.5
22,estandar_con_anuncios,23.6,1,accion,celular,False,0,0,0,22.9
40,basico,29.5,1,drama,celular,True,10,0,0,32.7
43,estandar,36.1,3,anime,smart_tv,False,5,0,0,40.8
14,estandar_con_anuncios,14.7,2,drama,smart_tv,False,0,0,0,14.5
10,premium,39.4,4,drama,consola,True,0,0,0,41.3
42,estandar,42.0,1,kids,smart_tv,True,0,0,0,42.2
10,estandar,42.0,3,drama,consola,True,3,0,0,43.5
4,estandar_con_anuncios,21.3,2,reality,smart_tv,False,5,1,1,6.8
29,estandar_con_anuncios,2.7,2,kids,celular,False,0,0,0,2.5
34,estandar_con_anuncios,5.8,2,drama,celular,False,1,2,0,5.8
15,premium,52.2,4,kids,pc,False,2,0,0,33.7
13,estandar,58.2,1,documental,smart_tv,True,0,1,0,73.9
14,estandar,38.5,2,kids,consola,True,12,0,0,53.5
21,estandar_con_anuncios,13.6,2,reality,celular,False,0,0,1,3.0
1,basico,28.4,1,kids,celular,True,2,1,0,31.8
1,basico,8.0,2,accion,celular,True,3,1,0,9.6
22,estandar,56.5,1,comedia,smart_tv,False,1,0,0,43.0
2,estandar,38.0,3,kids,celular,False,7,0,0,44.3
19,estandar_con_anuncios,9.5,2,anime,smart_tv,False,1,0,0,8.8
35,premium,45.4,1,accion,smart_tv,True,1,0,0,64.1
2,estandar_con_anuncios,10.3,1,documental,celular,False,3,0,1,4.3
37,premium,67.8,5,accion,celular,False,2,1,0,78.9
37,estandar_con_anuncios,18.0,1,kids,smart_tv,False,3,0,0,17.4
34,estandar_con_anuncios,23.2,1,anime,smart_tv,False,0,0,0,32.4
37,premium,56.7,4,drama,smart_tv,False,2,0,0,51.5
48,estandar_con_anuncios,10.9,1,drama,smart_tv,False,2,3,0,13.2
5,basico,28.3,1,accion,celular,True,2,0,0,31.5
10,basico,29.9,1,accion,smart_tv,True,1,0,0,32.1
19,estandar_con_anuncios,0.0,2,accion,consola,False,2,0,0,0.0
41,estandar,42.2,3,drama,smart_tv,False,1,1,0,37.1
52,premium,48.6,5,comedia,smart_tv,True,17,0,1,2.4
55,premium,51.5,5,accion,consola,True,8,0,0,61.5
35,basico,28.5,2,accion,smart_tv,False,0,0,0,26.0
25,estandar,41.0,1,documental,smart_tv,True,0,2,0,49.6
25,estandar_con_anuncios,40.1,1,kids,tablet,False,0,0,0,42.6
4,estandar_con_anuncios,0.6,2,documental,tablet,False,1,0,1,1.6
28,estandar_con_anuncios,15.2,1,kids,celular,False,2,0,0,17.4
31,premium,57.6,5,documental,smart_tv,False,2,0,0,32.0
13,premium,53.3,2,accion,celular,False,2,0,0,59.2
46,estandar,45.7,2,documental,tablet,True,9,0,0,42.9
48,estandar,80.3,1,drama,tablet,False,7,0,0,97.1
18,basico,35.7,2,comedia,smart_tv,False,9,0,0,39.5
54,estandar,56.5,2,accion,smart_tv,False,0,0,0,62.6
7,estandar,31.0,3,reality,smart_tv,False,0,0,0,29.5
54,basico,14.6,1,documental,smart_tv,True,5,0,0,12.2
46,estandar_con_anuncios,17.1,1,drama,celular,False,0,0,0,15.8
14,estandar_con_anuncios,29.8,1,accion,smart_tv,False,5,0,0,20.1
39,premium,54.4,1,comedia,smart_tv,True,0,0,0,48.6
19,basico,32.6,1,kids,smart_tv,True,3,1,0,24.0
48,premium,45.8,4,reality,celular,True,0,2,0,33.9
10,estandar_con_anuncios,13.2,1,accion,smart_tv,False,1,0,0,13.5
15,estandar,33.6,1,accion,smart_tv,False,1,0,0,36.8
19,estandar_con_anuncios,30.5,2,comedia,smart_tv,False,6,3,0,30.3
12,estandar_con_anuncios,31.6,2,accion,tablet,False,0,3,0,28.8
20,estandar_con_anuncios,4.6,2,reality,smart_tv,False,4,0,0,3.8
36,estandar_con_anuncios,32.4,2,kids,celular,False,1,0,0,30.6
38,premium,38.4,4,accion,smart_tv,False,3,1,0,32.7
33,basico,34.8,2,comedia,smart_tv,True,9,2,0,34.4
12,estandar,33.1,2,drama,smart_tv,False,5,1,0,24.0
12,basico,49.5,2,drama,smart_tv,False,6,0,0,55.7
55,basico,23.3,1,drama,smart_tv,True,13,0,0,20.9
15,estandar,38.9,1,comedia,celular,True,0,3,1,5.5
7,estandar_con_anuncios,27.7,2,anime,celular,False,11,0,1,0.0
27,premium,34.1,2,accion,smart_tv,True,10,0,0,36.1
1,premium,44.0,4,comedia,smart_tv,False,3,1,1,1.2
21,estandar,32.8,2,drama,celular,False,7,0,0,20.6
51,basico,21.5,1,comedia,smart_tv,True,0,0,0,19.6
16,estandar_con_anuncios,12.7,1,reality,smart_tv,False,2,0,0,15.2
42,premium,65.2,4,comedia,smart_tv,True,2,0,0,71.2
29,basico,18.4,2,kids,smart_tv,True,16,0,1,1.6
21,estandar_con_anuncios,28.2,2,reality,celular,False,1,0,0,36.9
40,basico,33.1,1,drama,tablet,False,3,0,0,34.9
36,estandar,17.0,3,documental,tablet,False,0,0,0,16.2
19,estandar,44.4,1,anime,tablet,False,3,0,0,36.7
14,estandar,15.0,1,comedia,smart_tv,True,6,2,0,13.7
55,estandar,49.0,2,drama,smart_tv,True,4,0,0,45.4
10,estandar_con_anuncios,11.2,2,anime,smart_tv,False,0,2,0,10.0
57,premium,49.9,5,reality,smart_tv,True,0,0,0,41.7
28,basico,7.9,1,accion,smart_tv,True,4,0,0,8.5
59,estandar,41.8,1,accion,smart_tv,True,3,1,0,54.6
21,estandar_con_anuncios,33.7,2,drama,celular,False,2,1,1,3.1
34,premium,35.7,1,reality,smart_tv,True,1,0,0,33.6
37,estandar_con_anuncios,12.0,2,accion,smart_tv,False,0,0,0,14.2
20,estandar_con_anuncios,26.5,2,drama,celular,False,6,1,0,28.2
13,basico,33.3,2,kids,smart_tv,False,3,0,0,33.1
31,estandar_con_anuncios,0.0,2,anime,consola,False,5,0,1,5.5
40,estandar_con_anuncios,51.6,2,reality,smart_tv,False,5,0,0,49.7
16,estandar,44.3,1,comedia,celular,False,2,0,0,49.5
46,basico,39.3,2,drama,smart_tv,True,2,1,0,40.3
38,premium,46.0,2,anime,celular,True,0,0,0,40.0
10,basico,0.0,2,anime,smart_tv,True,2,1,1,4.6
56,estandar,49.8,3,accion,smart_tv,False,2,1,0,52.5
3,basico,16.8,2,documental,celular,False,1,3,1,3.6
39,estandar,46.4,1,accion,smart_tv,True,8,0,0,43.8
26,estandar,33.9,1,comedia,smart_tv,False,4,0,0,27.0
39,basico,31.8,1,drama,consola,True,0,0,0,39.0
46,premium,37.2,1,drama,smart_tv,True,10,0,0,44.2
41,basico,41.4,1,comedia,celular,False,3,0,0,26.6
39,estandar_con_anuncios,3.4,2,reality,celular,False,1,1,1,2.0
50,estandar,72.9,3,drama,smart_tv,False,11,0,0,70.2
42,premium,82.1,2,comedia,celular,True,2,0,0,84.9
49,estandar_con_anuncios,46.6,1,accion,smart_tv,False,7,1,0,56.1
24,basico,46.1,1,drama,celular,True,3,1,0,59.8
12,premium,44.7,4,drama,smart_tv,True,1,0,0,52.8
14,estandar,53.7,3,accion,smart_tv,True,5,1,0,56.0
37,premium,46.6,2,comedia,smart_tv,False,1,0,0,35.1
32,estandar,14.4,1,documental,consola,False,1,1,0,9.1
5,estandar,58.0,3,reality,pc,True,2,0,0,67.2
13,basico,43.0,2,drama,tablet,True,1,0,0,53.4
58,premium,49.4,2,reality,celular,True,3,0,0,42.2
43,basico,10.2,1,reality,celular,True,6,0,0,9.7
45,estandar,30.0,1,reality,celular,False,2,1,0,27.0
12,basico,0.0,2,documental,consola,True,2,0,0,0.0
4,estandar,49.5,1,documental,celular,False,0,0,0,59.1
18,estandar,12.5,2,documental,smart_tv,True,2,0,0,13.0
51,estandar,43.6,2,kids,celular,True,0,0,0,41.8
30,premium,34.8,2,drama,celular,False,1,1,0,51.4
47,basico,7.5,1,anime,smart_tv,True,1,0,0,5.6
29,estandar,41.0,2,accion,smart_tv,True,3,1,0,45.0
29,basico,22.4,1,kids,smart_tv,False,5,1,0,18.2
36,basico,40.6,2,comedia,pc,True,2,0,0,39.4
57,basico,10.7,2,drama,smart_tv,True,0,1,0,11.0
26,estandar_con_anuncios,8.8,1,accion,pc,False,10,0,0,10.1
36,estandar_con_anuncios,0.0,1,accion,smart_tv,False,0,0,1,2.0
55,estandar,6.8,3,accion,pc,True,2,0,0,6.4
22,estandar,63.8,1,comedia,smart_tv,True,12,0,0,60.6
50,estandar,70.4,2,comedia,consola,False,10,0,0,56.7
32,estandar_con_anuncios,22.1,1,accion,celular,False,3,0,0,24.6
52,basico,17.0,1,comedia,smart_tv,True,4,1,0,17.9
28,estandar_con_anuncios,15.9,2,anime,smart_tv,False,7,0,0,17.1
38,estandar,51.3,1,drama,smart_tv,True,1,2,0,50.7
20,premium,39.0,2,comedia,smart_tv,True,4,0,0,37.6
38,estandar_con_anuncios,24.7,2,comedia,celular,False,1,0,1,5.5
20,estandar,36.5,1,accion,tablet,False,5,0,0,43.2
36,estandar_con_anuncios,12.5,2,accion,celular,False,2,0,0,15.7
47,estandar_con_anuncios,14.0,1,documental,celular,False,1,0,0,14.9
26,estandar_con_anuncios,24.6,1,anime,smart_tv,False,7,2,0,30.6
26,estandar_con_anuncios,5.5,1,comedia,pc,False,0,2,0,5.1
20,estandar,43.4,1,kids,pc,True,4,0,0,41.8
44,premium,41.6,2,drama,smart_tv,True,0,0,0,50.5
35,estandar_con_anuncios,22.8,2,comedia,tablet,False,2,0,0,26.3
31,estandar,58.3,1,accion,smart_tv,True,7,0,0,55.3
2,estandar,32.6,1,drama,pc,False,6,0,0,26.5
7,premium,59.4,2,documental,tablet,False,2,1,0,57.2
1,estandar,8.2,1,documental,celular,True,1,1,1,0.2
51,estandar_con_anuncios,15.2,1,kids,smart_tv,False,1,0,0,19.9
51,estandar,39.7,3,accion,celular,True,0,0,0,45.1
5,basico,54.3,2,documental,smart_tv,True,0,0,1,1.5
3,premium,15.9,3,comedia,pc,True,1,2,0,12.9
47,basico,27.5,2,drama,smart_tv,False,0,0,0,23.6
31,estandar,59.4,1,drama,celular,False,5,0,0,53.4
19,estandar_con_anuncios,7.8,1,documental,consola,False,0,0,0,7.6
37,basico,24.9,2,anime,smart_tv,False,6,1,0,29.9
14,premium,51.1,1,drama,smart_tv,False,0,1,0,42.2
12,estandar,38.8,1,accion,celular,True,7,0,0,54.8
22,basico,50.3,1,kids,smart_tv,True,4,0,0,41.8
53,premium,56.1,5,reality,smart_tv,False,0,1,0,41.9
46,premium,68.7,5,accion,smart_tv,False,4,0,0,89.6
12,basico,20.6,1,documental,smart_tv,True,16,0,0,25.5
34,estandar,26.7,1,kids,celular,False,2,2,0,25.8
53,basico,26.0,2,reality,celular,True,1,0,0,27.8
57,estandar,22.4,3,drama,smart_tv,True,4,0,0,24.0
46,basico,36.1,1,anime,celular,False,5,0,0,37.0
8,estandar_con_anuncios,12.9,1,drama,smart_tv,False,3,1,0,9.9
15,premium,36.2,5,reality,smart_tv,True,0,1,0,20.0
13,premium,53.6,1,drama,celular,False,0,0,0,45.5
9,premium,28.6,4,drama,smart_tv,False,10,1,0,37.9
11,premium,57.5,2,drama,celular,True,3,2,1,3.9
19,estandar,29.4,3,accion,consola,False,1,1,0,28.0
33,estandar,55.1,3,comedia,celular,True,3,0,0,45.6
24,estandar,31.1,2,drama,celular,False,3,0,0,32.7
25,basico,36.6,2,accion,smart_tv,True,0,2,0,39.5
15,basico,28.9,2,comedia,smart_tv,False,0,0,0,32.0
9,estandar_con_anuncios,29.9,2,kids,smart_tv,False,1,0,0,16.3
59,estandar,41.6,3,reality,pc,True,16,0,0,65.2
36,estandar_con_anuncios,0.0,2,documental,pc,False,1,1,0,0.0
14,estandar_con_anuncios,34.3,2,drama,smart_tv,False,3,0,0,33.1
48,estandar,37.7,1,comedia,smart_tv,False,0,0,1,6.1
50,basico,41.0,1,reality,smart_tv,False,1,0,0,48.3
58,estandar_con_anuncios,33.2,2,drama,celular,False,1,0,1,5.0
10,premium,34.2,4,comedia,celular,False,4,0,0,34.8
38,premium,34.4,3,anime,celular,True,1,0,0,37.2
58,estandar_con_anuncios,32.7,2,anime,consola,False,10,0,0,32.0
48,estandar_con_anuncios,17.5,1,comedia,smart_tv,False,0,3,0,18.8
14,basico,40.2,1,documental,celular,False,8,0,0,45.5
53,estandar,36.7,2,accion,celular,True,0,1,0,39.0
25,premium,62.4,4,kids,smart_tv,False,7,0,0,65.7
29,estandar_con_anuncios,26.8,1,drama,consola,False,2,0,0,33.5
33,estandar,42.1,3,drama,smart_tv,True,18,0,1,2.0
46,estandar_con_anuncios,16.2,2,documental,celular,False,0,0,0,13.9
8,basico,29.2,1,comedia,celular,False,3,0,0,29.3
32,premium,65.6,4,documental,consola,True,14,0,0,57.0
49,estandar_con_anuncios,21.3,2,comedia,celular,False,3,2,0,19.8
33,estandar_con_anuncios,28.7,2,reality,smart_tv,False,11,0,0,35.4
17,basico,27.1,1,reality,pc,True,0,2,0,26.4
4,estandar,37.2,2,accion,pc,False,1,0,0,25.0
33,premium,73.6,4,kids,celular,False,1,0,0,68.0
42,premium,66.5,4,comedia,pc,False,3,0,0,67.2
33,estandar_con_anuncios,21.9,2,accion,smart_tv,False,2,0,0,22.1
58,estandar_con_anuncios,26.1,2,drama,celular,False,0,0,0,28.7
36,estandar,27.5,3,reality,consola,True,4,0,0,29.8
30,estandar_con_anuncios,17.9,1,reality,smart_tv,False,1,0,0,17.5
4,premium,50.0,4,reality,celular,False,11,1,0,39.3
33,estandar,50.5,1,reality,tablet,True,1,0,0,46.5
10,estandar_con_anuncios,30.1,1,anime,pc,False,5,3,1,2.8
43,premium,31.9,4,comedia,consola,True,3,0,0,30.3
10,estandar_con_anuncios,33.5,1,anime,smart_tv,False,8,0,1,0.4
54,basico,28.2,1,accion,tablet,True,0,0,0,30.3
18,estandar,21.7,1,accion,smart_tv,False,0,0,0,24.9
26,estandar,57.2,2,accion,celular,False,0,2,0,53.2
9,estandar,57.7,3,comedia,celular,True,0,1,0,73.4
13,estandar,40.0,2,comedia,pc,False,4,0,0,44.8
55,premium,60.2,3,comedia,consola,False,1,0,0,61.4
17,premium,57.9,4,drama,celular,True,6,1,0,64.2
31,estandar,58.5,3,accion,celular,False,3,0,0,51.4
58,estandar_con_anuncios,33.8,2,reality,smart_tv,False,10,0,0,21.0
37,estandar,18.2,2,documental,celular,True,1,0,1,4.5
3,premium,75.4,3,accion,celular,True,1,0,0,85.5
22,basico,42.8,2,accion,smart_tv,True,4,0,0,43.4
23,basico,19.3,1,accion,celular,True,0,0,0,18.8
17,basico,11.0,1,drama,consola,True,13,2,0,9.3
15,estandar_con_anuncios,26.8,2,reality,celular,False,0,0,0,17.4
30,estandar,33.3,3,drama,pc,False,3,2,0,41.8
23,basico,31.9,1,kids,smart_tv,False,4,1,0,30.7
18,estandar,47.7,3,kids,celular,True,6,0,0,44.0
25,premium,38.6,2,accion,smart_tv,True,1,0,0,33.9
21,premium,30.0,5,reality,smart_tv,True,2,0,0,36.8
14,basico,32.0,1,comedia,celular,False,1,1,0,37.1
27,basico,19.2,1,reality,smart_tv,False,0,0,0,15.9
56,estandar,41.9,1,kids,smart_tv,True,5,2,0,50.7
30,premium,27.4,1,kids,celular,False,4,0,0,26.7
36,basico,24.2,2,documental,smart_tv,False,10,0,0,21.5
59,premium,60.6,2,reality,smart_tv,False,1,0,0,57.4
37,estandar_con_anuncios,30.2,2,anime,smart_tv,False,0,0,0,25.9
14,premium,34.3,1,accion,celular,True,0,1,0,26.1
24,estandar_con_anuncios,2.5,1,reality,smart_tv,False,0,1,0,2.8
29,estandar_con_anuncios,20.7,2,kids,celular,False,4,0,0,19.9
29,estandar,45.8,3,accion,celular,True,0,0,0,50.9
9,estandar_con_anuncios,24.8,1,anime,smart_tv,False,1,0,0,26.1
7,estandar_con_anuncios,10.9,1,comedia,consola,False,2,0,0,12.0
21,estandar_con_anuncios,24.2,1,accion,smart_tv,False,2,0,1,0.0
54,basico,52.0,2,drama,celular,False,13,0,0,43.9
43,estandar,41.7,3,comedia,smart_tv,True,0,1,0,46.0
50,estandar_con_anuncios,0.0,2,reality,celular,False,0,0,0,0.0
11,estandar,39.0,3,comedia,smart_tv,True,5,0,0,41.6
25,premium,77.7,5,comedia,consola,False,6,1,0,58.2
35,estandar_con_anuncios,1.6,2,comedia,smart_tv,False,7,1,0,1.6
26,estandar_con_anuncios,20.6,1,accion,celular,False,5,1,0,26.6
25,premium,43.7,2,reality,smart_tv,False,1,0,0,49.8
22,premium,48.3,2,reality,smart_tv,False,4,0,0,32.2
4,estandar,38.2,1,drama,smart_tv,False,7,1,0,44.0
51,premium,66.3,4,accion,celular,True,6,0,0,88.0
56,estandar_con_anuncios,23.9,1,accion,celular,False,0,0,0,35.9
5,basico,44.6,2,documental,tablet,False,1,0,0,48.4
25,estandar,35.3,1,accion,celular,True,0,0,0,26.6
31,estandar_con_anuncios,15.3,1,comedia,tablet,False,7,3,0,16.5
47,estandar,28.9,1,accion,smart_tv,True,3,0,0,37.2
59,estandar,12.7,1,accion,pc,True,1,0,0,12.3
25,estandar,41.2,3,accion,celular,False,0,2,0,48.9
45,basico,59.6,1,accion,celular,True,0,2,0,50.6
56,basico,36.5,1,reality,tablet,True,5,0,0,38.9
49,estandar_con_anuncios,32.4,2,kids,celular,False,0,2,0,17.9
18,estandar_con_anuncios,13.3,2,comedia,consola,False,3,0,0,11.0
49,estandar,35.4,3,reality,celular,False,1,1,0,35.4
25,estandar_con_anuncios,34.9,2,reality,smart_tv,False,0,0,0,32.6
2,estandar_con_anuncios,48.3,1,drama,celular,False,0,0,1,2.3
45,estandar_con_anuncios,44.1,1,accion,celular,False,1,0,0,40.1
50,estandar_con_anuncios,34.2,2,comedia,consola,False,2,1,0,36.2
21,premium,47.3,2,kids,pc,False,9,0,0,46.6
27,basico,30.4,1,comedia,smart_tv,False,1,0,0,30.7
22,premium,35.5,3,documental,smart_tv,True,0,1,0,40.2
7,estandar_con_anuncios,0.0,1,comedia,smart_tv,False,3,0,1,1.5
59,estandar,23.0,3,accion,celular,False,0,2,0,28.6
2,basico,25.9,2,anime,smart_tv,True,11,0,0,21.3
33,basico,23.4,2,comedia,celular,True,8,0,0,31.5
1,premium,23.0,4,reality,celular,True,5,0,0,27.6
41,premium,47.9,5,anime,pc,True,9,0,0,44.8
54,premium,44.7,5,reality,smart_tv,False,2,0,0,42.4
38,estandar_con_anuncios,3.6,1,drama,celular,False,7,0,0,3.7
36,estandar_con_anuncios,15.4,2,reality,smart_tv,False,2,0,1,2.0
49,estandar,34.3,1,drama,consola,False,20,0,0,41.1
58,estandar_con_anuncios,13.6,1,comedia,smart_tv,False,3,0,0,10.3
51,estandar,53.2,2,reality,smart_tv,True,3,1,0,57.4
14,estandar,7.6,2,kids,smart_tv,True,2,0,0,4.7
34,estandar,8.0,1,accion,pc,True,3,0,0,7.7
49,premium,49.1,5,comedia,smart_tv,True,14,2,0,61.9
18,estandar,37.9,1,reality,celular,False,0,0,0,28.2
40,estandar_con_anuncios,27.4,2,kids,celular,False,0,0,0,19.5
2,estandar_con_anuncios,10.1,2,accion,pc,False,2,2,1,2.5
52,estandar,25.6,2,reality,smart_tv,True,3,0,0,32.0
37,basico,28.0,2,comedia,smart_tv,True,1,3,0,29.6
44,estandar_con_anuncios,15.0,1,drama,smart_tv,False,0,0,0,9.9
49,basico,52.3,1,documental,smart_tv,False,6,0,1,4.7
13,estandar,31.2,1,anime,celular,True,1,0,0,31.7
27,premium,46.5,5,comedia,smart_tv,True,6,0,0,36.6
51,estandar,76.4,2,comedia,smart_tv,False,17,3,0,78.3
10,basico,22.9,2,drama,smart_tv,False,10,0,0,23.7
49,estandar_con_anuncios,30.4,1,reality,celular,False,0,3,1,0.0
17,estandar,46.1,1,comedia,smart_tv,True,1,1,0,61.2
34,basico,38.8,1,accion,celular,False,1,2,0,42.9
31,estandar,41.9,1,anime,smart_tv,True,5,2,0,51.0
41,estandar,41.3,1,drama,tablet,False,6,0,0,48.1
50,estandar_con_anuncios,23.7,2,accion,celular,False,0,3,0,23.1
21,estandar_con_anuncios,11.1,2,accion,smart_tv,False,2,1,0,10.7
11,estandar_con_anuncios,23.8,1,reality,smart_tv,False,8,0,0,22.5
25,premium,77.5,3,comedia,smart_tv,False,3,1,0,87.0
37,estandar,56.2,1,comedia,smart_tv,True,3,0,0,49.6
45,estandar_con_anuncios,26.3,2,drama,smart_tv,False,1,0,0,34.5
45,premium,61.6,4,kids,consola,False,2,0,0,53.3
21,basico,13.7,1,kids,celular,True,4,0,0,14.2
56,basico,25.8,2,drama,smart_tv,True,5,0,0,24.7
5,premium,59.6,5,comedia,celular,True,8,0,0,54.8
7,estandar_con_anuncios,40.9,1,reality,smart_tv,False,0,1,0,56.9
2,estandar_con_anuncios,6.6,1,drama,tablet,False,4,1,1,2.1
55,estandar,32.3,1,comedia,smart_tv,True,3,2,0,30.5
11,estandar_con_anuncios,51.6,2,accion,celular,False,0,2,1,5.0
36,estandar,39.4,2,comedia,pc,False,2,2,1,5.4
48,estandar_con_anuncios,49.4,2,comedia,smart_tv,False,2,0,0,48.5
46,estandar_con_anuncios,24.9,2,accion,smart_tv,False,0,0,0,19.9
56,estandar_con_anuncios,26.4,1,drama,smart_tv,False,1,2,0,24.4
4,basico,20.8,2,accion,consola,True,10,0,1,0.0
25,estandar_con_anuncios,34.2,2,kids,celular,False,8,0,0,40.5
30,estandar_con_anuncios,40.9,2,accion,celular,False,5,0,1,5.2
42,premium,33.0,4,drama,pc,False,1,0,0,33.4
37,basico,22.8,1,reality,pc,True,2,1,0,21.3
34,basico,41.6,1,drama,celular,False,12,0,0,37.8
