monto,hora_del_dia,dispositivo,antiguedad_cuenta_dias,ubicacion_nueva,n_tx_ultimas_24h,n_tx_ultimos_7d,intentos_pin_fallidos_24h,categoria_comercio,dia_de_la_semana,monto_vs_promedio_cliente,es_fraude
1701.88,19,web,2088,False,2,6,0,gastronomia,lun,0.91,0
799.76,23,web,1038,False,0,7,0,cripto,jue,0.62,0
2653.83,20,mobile_ios,1299,True,4,8,0,vestimenta,dom,1.34,0
2441.29,10,mobile_ios,413,False,1,3,0,supermercado,jue,0.64,0
932.57,15,mobile_android,1300,False,2,7,0,gastronomia,sab,1.93,0
2629.25,18,mobile_ios,1338,False,2,5,0,supermercado,sab,1.59,0
5051.35,16,mobile_ios,368,False,0,4,1,electronicos,lun,0.57,0
4316.4,18,mobile_ios,999,True,0,5,0,vestimenta,mar,1.54,0
14053.48,17,mobile_ios,992,False,2,4,0,viajes,mie,0.05,0
15402.8,21,web,1248,False,3,9,0,vestimenta,sab,0.91,0
7730.06,9,mobile_android,757,False,4,12,0,gastronomia,mar,0.98,0
1173.81,15,mobile_ios,215,True,1,1,0,cripto,mar,1.11,0
6281.24,19,mobile_ios,315,False,1,2,0,supermercado,vie,0.77,0
18399.34,19,mobile_ios,2471,True,3,7,0,electronicos,lun,0.73,0
1361.83,10,mobile_ios,516,False,2,6,0,cripto,dom,1.56,0
3807.23,12,mobile_ios,1830,False,1,5,0,supermercado,mar,0.42,0
10585.31,20,mobile_android,1201,False,1,6,0,vestimenta,jue,0.92,0
4562.2,22,mobile_ios,524,False,1,8,0,viajes,sab,1.15,0
4501.26,15,mobile_ios,913,False,0,3,1,gastronomia,lun,0.18,0
3361.93,23,mobile_android,452,False,2,3,0,electronicos,sab,0.55,0
8891.54,10,web,632,False,1,5,0,gastronomia,sab,0.55,0
773.36,9,mobile_ios,1968,False,0,8,1,vestimenta,lun,0.78,0
2566.56,4,web,333,True,7,8,2,gastronomia,lun,0.27,1
1127.8,13,mobile_android,1026,False,4,6,0,vestimenta,mie,1.28,0
3190.39,17,mobile_android,424,False,0,6,0,vestimenta,dom,0.42,0
3672.05,10,mobile_ios,690,False,1,6,0,vestimenta,mar,0.88,0
4979.9,20,web,181,False,1,5,0,supermercado,jue,0.79,0
1420.66,14,mobile_android,1441,False,3,11,0,electronicos,mar,1.49,0
937.67,14,mobile_ios,439,False,0,4,0,viajes,mie,0.62,0
7827.06,20,mobile_ios,2106,False,1,3,1,viajes,mar,1.29,0
5632.34,9,mobile_android,1141,True,0,2,0,supermercado,mie,1.19,0
2144.64,21,mobile_android,205,False,1,5,0,viajes,dom,0.85,0
1294.26,15,mobile_android,776,False,0,5,0,supermercado,sab,0.64,0
855.66,21,mobile_android,618,False,1,8,1,electronicos,mie,1.24,0
15305.66,14,mobile_android,2116,False,2,5,0,gastronomia,jue,1.01,0
5740.48,22,mobile_ios,1004,False,1,6,0,supermercado,vie,1.51,0
5507.63,13,mobile_android,1862,False,0,3,0,supermercado,sab,1.48,0
12695.75,10,mobile_ios,607,True,1,8,0,vestimenta,mar,1.21,0
26165.47,16,mobile_android,1614,False,2,7,0,electronicos,lun,1.04,0
9212.32,19,mobile_android,592,False,1,3,0,supermercado,lun,1.83,0
3197.02,12,mobile_ios,1118,True,2,5,0,supermercado,dom,0.75,0
9729.48,9,mobile_android,237,False,0,9,0,vestimenta,dom,1.27,0
1556.16,20,mobile_ios,977,False,0,5,1,vestimenta,lun,1.12,0
2992.89,21,mobile_android,805,False,0,7,0,electronicos,mar,0.75,0
673.61,21,web,870,False,0,4,0,supermercado,vie,0.23,0
7151.98,11,web,1315,False,1,4,0,cripto,dom,0.56,0
3052.25,18,web,580,False,3,7,0,vestimenta,mie,0.25,0
13521.35,11,mobile_ios,1365,False,2,6,0,electronicos,vie,0.2,0
930.07,11,mobile_android,803,False,1,5,0,supermercado,jue,1.19,0
2136.12,12,mobile_android,895,False,3,4,0,vestimenta,lun,0.85,0
4713.7,9,mobile_ios,994,False,0,7,0,electronicos,mie,1.45,0
17660.6,13,mobile_ios,473,False,1,6,0,transferencia_p2p,dom,1.31,0
9650.37,20,mobile_android,1603,False,0,5,0,gastronomia,mar,1.27,0
8002.29,19,mobile_android,527,False,0,5,0,viajes,lun,0.17,0
10000.0,8,mobile_android,1588,True,1,8,0,vestimenta,sab,2.23,1
4731.68,20,mobile_ios,2149,False,2,5,1,supermercado,dom,1.12,0
2680.83,20,mobile_ios,1342,False,2,6,0,supermercado,sab,1.22,0
6284.73,0,mobile_ios,785,False,1,4,0,viajes,vie,0.72,0
535.61,17,mobile_android,1010,False,4,8,0,electronicos,mar,1.32,0
3502.0,20,mobile_android,1561,False,1,5,0,gastronomia,mar,0.34,0
21612.74,18,mobile_android,1037,False,0,3,0,electronicos,mie,0.42,0
6706.58,12,mobile_ios,509,False,1,5,0,vestimenta,mie,1.08,0
233.78,15,mobile_ios,470,False,1,7,0,vestimenta,lun,1.49,0
1099.28,9,mobile_android,1137,False,3,7,0,vestimenta,dom,0.05,0
1041.43,22,mobile_android,1554,False,0,2,0,gastronomia,sab,0.81,0
9032.65,14,mobile_android,228,False,3,10,0,supermercado,mar,0.9,0
7516.49,13,mobile_android,244,False,2,2,1,supermercado,sab,1.27,0
3682.79,11,mobile_ios,390,False,1,10,0,transferencia_p2p,sab,0.83,0
3799.52,10,mobile_android,1003,False,2,7,0,supermercado,mar,1.03,0
4090.69,10,mobile_ios,1091,False,0,5,0,viajes,sab,0.84,0
7337.28,19,web,411,False,0,3,0,vestimenta,dom,1.44,0
2545.13,12,mobile_android,488,False,1,7,0,cripto,mar,1.28,0
13465.9,13,web,716,False,3,6,0,gastronomia,mie,1.13,0
5817.07,22,mobile_android,348,False,0,5,0,transferencia_p2p,sab,0.73,0
6304.27,19,mobile_ios,330,False,1,5,0,gastronomia,sab,0.61,0
7762.96,22,mobile_ios,1665,False,2,5,0,juegos_online,sab,0.56,0
2778.32,11,mobile_android,868,False,2,5,0,supermercado,lun,1.19,0
6472.69,16,mobile_android,508,False,3,9,1,juegos_online,mar,0.77,0
5828.12,19,web,2578,False,2,8,0,gastronomia,dom,1.23,0
1741.4,20,mobile_ios,423,False,2,12,0,vestimenta,mie,0.75,0
540.16,13,web,1406,True,3,10,0,gastronomia,sab,1.13,0
2339.11,13,web,556,False,1,4,0,supermercado,mar,1.13,0
14752.04,14,mobile_android,700,False,0,5,1,viajes,lun,1.62,0
5380.47,14,mobile_android,350,False,1,6,0,viajes,sab,1.61,0
3010.7,12,mobile_ios,364,False,1,4,0,cripto,jue,0.87,0
545.76,11,mobile_ios,796,False,2,10,0,supermercado,sab,0.66,0
2080.37,15,mobile_android,293,False,5,13,1,juegos_online,vie,0.83,0
9784.48,12,mobile_android,1217,False,2,3,0,transferencia_p2p,mar,1.63,0
548.98,21,mobile_ios,886,False,1,3,0,gastronomia,jue,1.44,0
714.77,16,mobile_ios,1817,False,3,8,0,viajes,vie,0.05,0
474.09,22,mobile_ios,1236,False,2,3,1,vestimenta,dom,1.02,0
16593.94,20,mobile_ios,601,False,2,7,0,transferencia_p2p,dom,1.39,0
16350.75,12,mobile_android,855,True,1,4,0,supermercado,lun,1.11,0
24466.5,11,web,1289,False,0,0,0,transferencia_p2p,vie,0.6,0
6919.87,11,mobile_android,1881,False,3,10,0,gastronomia,jue,2.08,0
1145.56,13,mobile_ios,908,False,2,8,0,gastronomia,lun,1.15,0
468.64,9,mobile_ios,1569,False,1,4,0,viajes,sab,0.94,0
6021.24,22,mobile_android,1421,False,0,7,0,vestimenta,vie,0.79,0
17858.21,17,mobile_android,1155,False,1,6,1,transferencia_p2p,vie,0.69,0
28575.31,19,web,1303,False,1,8,0,supermercado,dom,1.53,0
46598.7,17,mobile_ios,256,False,0,1,2,gastronomia,lun,0.19,0
5917.62,21,mobile_ios,1289,False,3,8,0,gastronomia,lun,1.02,0
953.03,18,web,432,True,3,5,0,gastronomia,jue,0.98,0
30591.26,13,mobile_ios,1449,False,1,2,0,viajes,jue,1.4,0
9668.86,8,mobile_android,1026,False,0,2,0,viajes,dom,0.87,0
2039.7,10,mobile_ios,317,True,3,7,0,supermercado,mar,0.75,0
13642.02,9,mobile_android,400,False,0,3,0,electronicos,vie,1.13,0
4636.17,13,mobile_ios,1260,False,0,1,0,electronicos,lun,2.07,0
3314.3,13,mobile_ios,2736,False,2,5,0,juegos_online,lun,1.58,0
1438.0,15,mobile_android,444,False,1,6,0,vestimenta,sab,0.34,0
1328.05,12,mobile_android,2587,False,1,2,0,vestimenta,vie,1.28,0
3851.45,11,mobile_android,1157,False,0,8,2,vestimenta,sab,1.18,0
246.16,12,mobile_ios,1221,False,1,3,0,cripto,sab,0.55,0
1104.91,15,web,1844,True,0,3,0,supermercado,sab,0.37,0
7105.01,11,mobile_ios,1566,False,1,11,0,viajes,mar,0.07,0
1716.36,15,mobile_android,1170,False,0,5,0,supermercado,sab,1.3,0
1846.8,20,mobile_ios,2014,False,0,1,1,supermercado,jue,0.46,0
5515.29,19,mobile_android,1230,False,0,5,0,vestimenta,dom,1.42,0
1230.76,13,mobile_android,2331,False,1,7,0,supermercado,mie,1.63,0
816.96,19,mobile_ios,511,False,0,2,0,transferencia_p2p,sab,0.96,0
794.48,21,web,702,False,1,2,0,supermercado,lun,0.5,0
1195.85,13,mobile_android,1455,False,0,4,0,supermercado,sab,1.04,0
2282.92,19,mobile_android,723,False,1,3,0,supermercado,mie,1.51,0
14081.17,21,mobile_ios,912,False,0,7,0,cripto,mar,1.05,0
4494.16,15,web,1372,False,0,8,0,gastronomia,lun,0.79,0
8697.78,20,mobile_android,477,False,1,4,0,gastronomia,vie,1.09,0
26661.79,12,mobile_android,805,False,0,6,0,gastronomia,vie,1.38,0
1545.07,21,mobile_android,1086,False,1,1,0,gastronomia,lun,0.92,0
933.54,11,mobile_ios,721,False,1,4,0,supermercado,dom,0.99,0
10895.05,20,mobile_android,1031,False,1,5,0,electronicos,mie,1.38,0
1529.96,19,mobile_ios,494,False,1,3,0,gastronomia,mie,1.24,0
4462.16,11,mobile_android,911,False,0,3,0,vestimenta,sab,0.91,0
3675.9,12,mobile_ios,508,False,1,4,0,transferencia_p2p,jue,0.83,0
2091.06,21,mobile_android,238,False,1,4,0,supermercado,mie,0.85,0
4471.19,0,mobile_ios,603,False,1,5,0,transferencia_p2p,mie,1.99,0
1495.15,14,mobile_android,737,False,1,2,0,supermercado,sab,0.5,0
4753.97,13,mobile_ios,1174,False,3,5,0,transferencia_p2p,sab,0.62,0
325.67,12,mobile_android,2008,False,0,7,0,viajes,mie,0.92,0
1291.26,12,mobile_android,1224,True,0,1,0,gastronomia,mie,0.33,0
3409.08,13,mobile_android,283,False,1,3,0,supermercado,lun,0.92,0
1628.6,11,mobile_ios,617,False,0,3,0,vestimenta,lun,1.38,0
2533.58,13,mobile_ios,339,False,3,9,0,vestimenta,dom,0.61,0
21616.82,13,mobile_ios,993,False,1,3,0,supermercado,mar,1.75,0
5031.46,8,mobile_ios,797,False,4,11,0,supermercado,dom,0.75,0
2914.2,16,web,392,False,1,5,0,cripto,dom,0.47,1
2627.37,19,mobile_ios,1187,False,1,5,0,electronicos,lun,0.99,0
2043.59,20,mobile_ios,1353,False,2,7,2,gastronomia,mie,1.36,0
638.74,16,mobile_android,1133,False,1,7,1,gastronomia,mar,0.37,0
1221.02,0,mobile_ios,1473,False,0,3,0,supermercado,lun,1.08,0
1508.33,10,mobile_android,521,False,2,6,0,supermercado,mar,0.85,0
29485.95,9,mobile_android,466,False,0,3,0,gastronomia,jue,0.18,0
6311.97,12,mobile_android,1611,False,1,6,0,viajes,lun,0.76,0
1637.07,20,mobile_android,1207,False,3,9,0,supermercado,dom,0.69,0
4211.25,0,mobile_android,966,False,0,2,0,electronicos,dom,0.86,0
2513.14,12,mobile_android,295,False,0,4,0,transferencia_p2p,sab,1.45,0
2990.26,11,mobile_ios,1308,False,0,4,2,viajes,vie,0.84,0
4899.63,21,web,811,False,0,2,0,gastronomia,sab,1.22,0
2062.26,17,mobile_android,1205,False,1,5,0,supermercado,mie,0.69,0
8069.43,21,mobile_ios,1894,False,1,5,0,transferencia_p2p,dom,0.93,0
9856.23,12,mobile_android,338,False,0,7,0,gastronomia,mie,1.39,0
871.75,21,mobile_android,588,False,3,7,0,viajes,jue,0.72,0
4535.02,18,web,687,False,1,2,0,transferencia_p2p,lun,1.95,0
1275.9,11,mobile_ios,571,False,1,11,0,supermercado,mar,0.78,0
6766.25,10,mobile_android,576,False,5,8,0,vestimenta,lun,1.03,0
3390.33,18,web,725,False,1,7,0,supermercado,jue,0.59,0
4880.16,18,mobile_android,319,True,0,6,0,gastronomia,sab,1.01,0
2593.44,21,mobile_ios,848,False,0,6,0,supermercado,lun,1.3,0
1233.11,13,mobile_android,594,False,2,5,1,vestimenta,lun,0.76,0
13002.32,12,mobile_ios,1383,False,0,8,0,gastronomia,jue,1.55,0
1901.5,20,web,953,False,2,3,0,vestimenta,dom,0.58,0
2657.29,21,mobile_android,905,False,0,2,0,viajes,mie,1.83,0
686.75,14,mobile_ios,907,False,1,5,0,gastronomia,jue,1.49,0
477.41,13,mobile_ios,602,False,1,6,0,gastronomia,vie,1.03,0
5114.37,21,web,601,False,4,7,0,transferencia_p2p,mar,1.66,0
731.23,11,mobile_android,342,False,2,9,0,viajes,dom,1.31,0
384.8,23,mobile_ios,303,False,1,6,0,vestimenta,jue,1.11,0
5157.48,21,mobile_android,1818,False,1,3,0,gastronomia,vie,0.92,0
3905.39,20,mobile_android,556,False,3,10,0,viajes,mie,1.04,0
2423.71,17,mobile_ios,902,False,1,8,0,electronicos,sab,0.8,0
20308.5,9,mobile_android,442,False,1,4,0,vestimenta,vie,1.26,0
4110.0,17,mobile_ios,2110,False,1,3,0,gastronomia,sab,1.57,0
7029.62,12,mobile_android,689,False,3,7,1,supermercado,mar,1.27,0
1593.63,12,mobile_android,1146,False,3,4,0,gastronomia,jue,0.95,0
12606.4,20,mobile_ios,1489,False,0,8,1,gastronomia,sab,0.96,0
1833.8,22,mobile_android,1565,False,2,6,0,transferencia_p2p,vie,1.12,0
4365.25,14,mobile_android,431,False,1,2,0,viajes,mar,1.65,0
3895.41,14,mobile_ios,2188,True,3,4,0,gastronomia,dom,1.12,0
10770.72,19,mobile_android,924,False,2,5,0,supermercado,mie,1.31,0
8659.37,21,mobile_ios,616,True,0,7,0,supermercado,dom,0.64,0
9588.1,11,mobile_android,975,False,2,6,0,juegos_online,vie,1.21,0
11393.67,13,mobile_android,887,False,1,6,0,viajes,mie,0.88,0
1849.6,16,mobile_android,569,False,1,8,0,supermercado,mie,0.59,0
1610.3,10,web,1247,False,0,4,0,vestimenta,mie,1.22,0
8672.33,18,mobile_ios,1005,False,8,12,0,transferencia_p2p,lun,1.8,1
2025.18,22,mobile_ios,336,False,0,6,0,vestimenta,dom,1.31,0
4384.52,12,mobile_android,1222,False,0,5,0,supermercado,dom,0.51,0
5502.13,12,mobile_ios,651,False,1,4,0,supermercado,mar,0.92,0
14439.69,21,mobile_ios,1066,True,0,4,0,gastronomia,sab,1.56,0
4499.0,12,mobile_android,564,False,2,6,0,electronicos,mar,1.36,0
4645.96,20,mobile_android,1575,False,1,2,0,vestimenta,mie,0.35,0
1070.13,16,mobile_ios,512,False,1,7,1,gastronomia,jue,1.2,0
11386.79,22,mobile_android,202,False,3,7,0,vestimenta,mar,1.52,0
7919.42,20,web,1123,False,0,4,0,juegos_online,jue,1.27,0
11680.45,10,mobile_ios,385,False,0,9,0,gastronomia,lun,0.49,0
13729.17,22,web,13,False,2,8,1,vestimenta,sab,0.17,1
3395.48,22,mobile_android,623,False,1,5,0,viajes,vie,1.27,0
1612.97,9,mobile_ios,205,False,1,4,0,electronicos,sab,1.53,0
3050.27,20,mobile_android,429,False,1,3,0,supermercado,sab,1.67,0
700.8,11,mobile_ios,476,False,1,5,0,supermercado,jue,1.13,0
45137.74,12,mobile_android,810,False,1,9,0,vestimenta,mar,1.61,0
6840.47,13,mobile_ios,735,False,0,2,0,electronicos,sab,0.73,0
7573.63,15,mobile_ios,1570,False,0,3,0,gastronomia,dom,0.92,0
1166.4,11,mobile_android,952,False,0,3,0,supermercado,lun,0.83,0
2643.24,22,mobile_android,695,False,2,5,0,electronicos,jue,1.07,0
2037.23,11,web,1702,False,2,6,1,supermercado,sab,1.23,0
2506.37,17,mobile_ios,1010,False,2,6,0,electronicos,jue,0.15,0
1389.03,19,web,1473,False,3,6,0,supermercado,lun,1.28,0
3028.5,14,mobile_android,1537,False,1,6,0,transferencia_p2p,sab,1.4,0
380.23,12,mobile_android,776,False,1,6,0,transferencia_p2p,vie,1.35,0
1980.09,8,mobile_android,629,False,0,5,0,cripto,mie,0.65,0
1186.27,19,mobile_android,982,False,2,4,0,electronicos,mie,0.51,0
2592.54,10,mobile_ios,1169,False,1,7,1,electronicos,sab,0.56,0
2084.38,20,mobile_ios,3306,False,4,8,0,juegos_online,mar,0.9,0
1955.04,12,mobile_android,1015,False,1,8,0,vestimenta,jue,0.96,0
5074.56,12,mobile_ios,519,False,0,3,0,vestimenta,lun,1.25,0
5647.64,11,web,521,False,1,2,2,transferencia_p2p,mar,0.76,0
3689.9,21,mobile_android,1278,False,1,5,1,transferencia_p2p,dom,0.63,0
33835.76,11,mobile_android,711,False,0,4,0,vestimenta,mie,0.49,0
9760.87,22,web,356,False,3,4,0,supermercado,mie,0.89,0
1730.45,13,mobile_ios,212,False,1,4,0,transferencia_p2p,sab,1.18,0
948.17,13,mobile_ios,993,False,0,2,0,supermercado,vie,0.27,0
10929.18,16,mobile_android,1039,False,3,6,0,gastronomia,sab,0.76,0
18324.28,16,mobile_ios,250,False,1,3,0,transferencia_p2p,vie,1.12,0
2134.96,14,mobile_ios,2094,False,0,2,0,gastronomia,lun,1.13,0
5395.01,1,mobile_android,1589,False,1,4,0,gastronomia,vie,1.19,0
5016.31,19,mobile_ios,1328,False,0,4,0,electronicos,mar,1.14,0
2982.06,9,mobile_ios,805,False,0,1,0,viajes,lun,0.88,0
14816.11,21,mobile_ios,268,False,2,6,0,electronicos,sab,0.94,0
442.66,12,mobile_ios,716,False,1,5,0,supermercado,lun,1.19,0
11259.77,12,mobile_android,976,False,1,3,0,transferencia_p2p,sab,0.5,0
11098.8,9,web,572,False,1,3,0,viajes,mie,0.76,0
2939.94,20,mobile_ios,1423,False,0,3,0,gastronomia,mie,0.89,0
10746.68,12,mobile_ios,1716,False,0,2,0,transferencia_p2p,mie,1.12,0
4827.0,0,mobile_ios,929,True,1,5,0,supermercado,sab,2.01,1
2322.77,14,mobile_android,984,False,1,3,0,supermercado,vie,1.58,0
5342.21,10,mobile_android,892,False,1,10,0,supermercado,jue,1.25,0
1336.25,21,mobile_ios,1020,False,1,4,0,vestimenta,sab,0.43,0
3087.33,23,mobile_ios,1168,False,1,7,0,viajes,mie,1.52,0
2233.48,10,mobile_android,847,False,1,4,0,gastronomia,mie,0.72,0
6640.61,12,mobile_ios,2632,False,4,8,0,viajes,lun,0.78,0
7686.89,19,mobile_ios,1141,False,3,7,0,supermercado,lun,1.15,0
41987.62,22,mobile_android,886,False,3,10,0,transferencia_p2p,lun,1.06,0
12363.96,13,mobile_ios,1434,False,0,6,0,electronicos,dom,1.27,0
9552.43,20,mobile_android,1393,False,2,3,0,gastronomia,jue,0.62,0
2475.93,11,mobile_ios,408,False,2,3,1,gastronomia,vie,1.17,0
14915.59,20,mobile_android,339,False,1,6,0,supermercado,mie,0.8,0
3794.11,22,mobile_android,1127,False,0,6,0,vestimenta,mar,0.87,0
1768.06,18,mobile_android,622,False,1,4,0,supermercado,mie,1.11,0
32821.79,22,mobile_ios,2414,False,1,2,1,viajes,vie,1.34,0
6104.02,23,mobile_ios,326,False,0,5,0,viajes,sab,0.86,0
4983.6,10,mobile_android,1258,True,0,0,0,transferencia_p2p,mie,0.53,0
5738.91,11,web,608,False,2,5,0,cripto,mie,0.97,0
3686.73,22,web,886,True,0,5,0,viajes,dom,1.15,0
2776.85,11,mobile_ios,368,True,2,6,0,electronicos,vie,1.19,0
2178.44,19,mobile_ios,1792,False,1,3,0,transferencia_p2p,vie,0.73,0
9204.41,23,mobile_ios,1220,False,1,6,1,gastronomia,mie,1.17,0
742.8,13,mobile_android,855,False,4,8,0,supermercado,jue,1.82,0
3754.2,23,mobile_android,754,False,1,9,1,supermercado,vie,1.17,0
12479.91,10,mobile_ios,1610,False,0,3,0,gastronomia,vie,0.75,0
12652.81,18,web,706,False,1,4,0,vestimenta,sab,1.01,0
1756.21,14,mobile_ios,825,False,0,1,0,supermercado,mie,1.17,0
9582.8,11,mobile_android,1477,False,1,3,1,electronicos,sab,1.07,0
8205.84,10,web,637,False,3,6,0,gastronomia,lun,0.66,0
11571.97,18,mobile_ios,1466,False,2,8,0,supermercado,mie,0.7,0
1291.32,9,mobile_ios,1611,False,2,4,0,gastronomia,lun,0.75,0
2294.7,12,mobile_android,1050,False,2,5,1,supermercado,lun,0.86,0
4802.82,22,web,583,False,1,6,0,gastronomia,vie,1.04,0
1476.72,11,web,1937,False,3,11,0,electronicos,mar,1.22,0
4090.43,3,web,465,True,3,7,0,vestimenta,mar,2.76,1
5234.41,14,web,786,False,1,7,0,electronicos,vie,1.4,0
8678.31,22,mobile_android,360,False,0,4,0,vestimenta,vie,0.67,0
1118.12,11,mobile_ios,1527,False,1,8,0,gastronomia,vie,0.55,0
5910.31,12,mobile_ios,1984,True,0,3,0,electronicos,vie,0.48,0
859.67,19,mobile_android,193,False,1,7,1,gastronomia,mie,0.32,0
989.65,13,mobile_ios,1307,False,1,9,0,transferencia_p2p,mar,0.88,0
3659.88,21,mobile_android,3344,False,1,7,0,transferencia_p2p,vie,1.11,0
5328.52,23,mobile_ios,402,False,1,5,0,viajes,lun,0.93,0
4720.22,9,mobile_ios,923,False,3,7,0,supermercado,mie,1.37,0
990.51,20,mobile_android,460,False,3,13,0,transferencia_p2p,jue,0.75,0
1747.34,15,mobile_android,834,False,2,4,0,supermercado,jue,0.75,0
2254.98,22,web,404,False,2,9,0,transferencia_p2p,mar,0.31,0
1109.44,13,mobile_ios,1058,False,0,3,0,vestimenta,mar,0.05,0
8023.06,15,mobile_android,948,False,2,5,0,transferencia_p2p,vie,1.51,0
1013.08,18,mobile_android,327,False,0,5,0,vestimenta,lun,0.78,0
1239.44,23,mobile_ios,489,False,0,7,0,gastronomia,lun,1.18,0
14047.08,12,mobile_ios,1760,False,1,5,0,vestimenta,mar,0.65,0
1916.89,18,mobile_ios,234,False,3,7,0,transferencia_p2p,lun,1.23,0
5598.77,11,mobile_ios,1070,False,2,7,0,supermercado,mar,1.0,0
3160.88,10,mobile_ios,1206,False,1,4,0,gastronomia,lun,0.49,0
5914.02,11,mobile_ios,652,False,4,5,0,vestimenta,jue,1.71,0
2229.51,10,mobile_ios,46,False,0,1,0,gastronomia,vie,1.29,0
5538.42,12,web,2707,False,0,7,0,gastronomia,dom,0.96,0
21972.81,20,mobile_android,631,False,1,3,0,gastronomia,jue,0.24,0
1498.63,16,mobile_ios,1242,False,0,3,0,gastronomia,dom,1.58,0
13846.45,13,mobile_ios,263,False,2,7,0,viajes,sab,1.71,0
4585.58,23,mobile_android,1402,False,0,3,0,viajes,jue,0.98,0
7263.07,18,mobile_android,1950,False,1,7,0,supermercado,lun,0.9,0
1911.78,23,mobile_ios,1850,False,0,3,0,supermercado,dom,0.76,0
5640.09,22,mobile_ios,1662,False,2,7,0,viajes,mie,1.16,0
2913.7,11,mobile_ios,848,False,2,5,0,supermercado,jue,0.66,0
10237.47,15,mobile_android,928,False,2,2,0,supermercado,jue,1.23,0
654.42,12,mobile_android,196,False,0,2,0,juegos_online,mie,0.99,0
7157.95,12,mobile_android,289,False,2,5,0,gastronomia,vie,0.8,0
6298.89,21,web,533,False,1,6,0,gastronomia,sab,1.31,0
2305.82,18,mobile_android,1408,False,1,4,1,viajes,jue,1.03,0
3058.95,19,mobile_android,949,False,1,1,0,supermercado,mie,0.63,0
12914.66,2,web,1412,False,1,3,1,supermercado,vie,0.96,1
9598.96,18,web,377,False,2,5,0,viajes,vie,0.88,0
8470.84,13,mobile_ios,540,False,2,7,1,vestimenta,lun,0.83,0
6160.39,18,web,914,False,3,7,1,electronicos,mar,0.14,1
18065.85,14,mobile_ios,3213,False,0,6,0,juegos_online,vie,0.67,0
730.51,20,mobile_ios,881,False,0,3,0,electronicos,vie,0.05,0
10846.35,18,mobile_ios,645,False,1,4,0,vestimenta,mie,1.33,0
3682.24,18,mobile_ios,665,False,1,4,0,transferencia_p2p,lun,1.53,0
3121.18,22,mobile_android,1084,False,0,1,0,gastronomia,mie,0.99,0
3938.67,13,mobile_ios,729,False,2,5,0,viajes,mar,1.25,0
1467.04,20,mobile_android,452,False,1,4,0,vestimenta,dom,0.71,0
1336.29,9,mobile_android,674,False,2,5,0,vestimenta,mar,1.12,0
1995.28,21,web,332,False,1,9,0,transferencia_p2p,vie,0.49,0
31052.88,15,mobile_android,810,False,0,4,0,vestimenta,vie,1.49,0
1298.28,19,mobile_ios,1243,False,2,5,1,supermercado,mar,0.86,0
2242.17,13,mobile_ios,2190,False,0,5,0,electronicos,mar,1.09,0
1064.75,11,web,229,False,3,9,1,vestimenta,dom,0.47,0
14140.0,16,mobile_ios,513,False,2,6,0,gastronomia,lun,1.1,0
4211.16,0,mobile_android,1627,False,2,4,1,supermercado,sab,1.51,0
4466.44,12,mobile_android,999,False,1,8,0,supermercado,jue,0.77,0
3704.62,17,mobile_android,798,False,3,10,0,gastronomia,sab,0.75,0
4175.02,9,mobile_ios,240,False,1,3,0,supermercado,mie,0.8,0
9863.09,14,mobile_android,236,False,1,7,0,viajes,jue,0.93,0
2515.68,22,mobile_ios,1846,False,0,3,0,gastronomia,mie,1.06,0
4699.51,0,mobile_android,1602,True,0,7,0,vestimenta,vie,1.47,0
3867.91,20,mobile_ios,1123,False,2,7,0,supermercado,lun,0.89,0
6357.54,10,mobile_android,1710,False,1,11,0,gastronomia,mie,0.35,0
11398.83,20,mobile_ios,1739,False,0,5,0,transferencia_p2p,sab,0.97,0
14298.46,23,mobile_ios,1125,True,2,8,0,gastronomia,sab,0.89,0
5049.33,19,mobile_ios,2938,False,1,4,0,electronicos,mie,0.84,0
1537.66,20,mobile_ios,649,False,1,8,0,electronicos,mie,0.17,0
1988.23,13,web,1021,False,3,4,0,electronicos,vie,0.71,0
2900.33,14,mobile_android,1196,False,1,2,0,supermercado,mie,0.05,0
16017.79,17,mobile_ios,512,False,1,4,0,viajes,jue,1.09,0
39841.99,11,mobile_android,89,False,0,5,0,supermercado,lun,0.38,0
2016.85,9,mobile_ios,827,False,4,12,0,gastronomia,dom,1.17,0
5128.9,20,mobile_android,1632,False,2,8,0,electronicos,mar,0.88,0
3130.14,22,mobile_ios,640,False,4,4,0,supermercado,vie,0.61,0
1025.98,22,mobile_ios,1565,False,0,6,0,gastronomia,vie,1.04,0
8345.84,14,mobile_ios,1628,False,0,3,0,supermercado,jue,0.95,0
4425.35,13,mobile_android,553,False,0,5,0,juegos_online,mie,1.19,0
2276.96,1,mobile_android,557,False,0,4,0,viajes,vie,1.13,0
4150.81,19,mobile_ios,1142,False,2,5,0,viajes,dom,1.0,0
4459.42,21,web,1052,False,1,4,0,electronicos,sab,0.75,0
17595.12,20,mobile_ios,1640,False,0,2,2,gastronomia,mie,1.65,0
3751.21,11,mobile_ios,117,False,0,5,0,gastronomia,lun,0.4,0
3889.3,20,mobile_android,1143,False,0,3,0,supermercado,vie,1.25,0
1266.05,13,mobile_ios,330,True,2,6,0,supermercado,sab,1.44,0
3041.36,22,mobile_android,1420,False,1,5,1,gastronomia,sab,1.21,0
3692.23,21,mobile_ios,1480,False,1,6,0,viajes,mie,1.24,0
