student_id,cohort_month,course,channel,university,career_area,city,age,work_status,prior_programming_experience,hours_available_week,payment_method,installments_plan,course_price_final,discount_pct,days_between_signup_and_start,lead_score_marketing,sales_rep,response_time_sales_hours,opened_welcome_email,attended_intro_webinar,first_class_attendance,platform_logins_first_week,assignments_submitted_week1,questions_to_tutor_week1,satisfaction_first_week,scholarship_requested,payment_failed_first_attempt,marketing_segment,newsletter_clicks_last_30d,preferred_class_day,device_type,browser,avatar_color,zodiac_sign,internal_random_code,last_digit_phone,flag_gestion_retencion,target_baja
TRAIN_00733,2024-11,Data Analytics,Evento,UTN,Ingenieria,La Plata,21,Part-time,Basica,7.1,,3,194000,25,16,Bajo,SR01,66.7,1,0,1,5,3,1,7.5,0,0,Explorer,3,Martes,Desktop,Chrome,Gris,Aries,X9267,2,0,0
TRAIN_00734,2024-08,Data Analytics,Referido,UADE,Cs Datos,GBA Oeste,23,No trabaja,Avanzada,16.8,Efectivo,3,181000,20,19,Medio,SR05,8.0,1,0,1,10,4,3,9.6,0,1,Desempleado activo,2,Martes,Desktop,Chrome,Rojo,Sagitario,X9334,2,0,0
TRAIN_00735,2024-10,Data Analytics,Web Organico,UADE,Economia,Otra,25,Busca trabajo,Intermedia,5.1,Transferencia,9,214000,20,21,Bajo,SR12,32.2,1,0,0,4,0,2,7.0,0,0,Explorer,4,Viernes,Mobile,Chrome,Gris,Geminis,X2692,6,0,0
TRAIN_00736,2025-02,Python,Google Ads,UNLP,Psicologia,CABA,23,Full-time,Ninguna,5.1,Transferencia,1,219000,10,0,Bajo,SR01,8.0,1,0,1,8,4,3,9.1,0,1,Career switcher,5,Sabado,Desktop,Chrome,Gris,Acuario,X2862,7,0,0
TRAIN_00737,2024-09,Python,Evento,Otra,Economia,GBA Norte,19,Freelance,Ninguna,7.8,,3,232000,0,14,Medio,SR09,9.0,1,0,0,2,2,2,,0,1,Explorer,2,Lunes,Mobile,Chrome,Gris,Geminis,X6455,5,1,1
TRAIN_00738,2024-09,Data Analytics,TikTok Ads,UTN,Otra,GBA Sur,22,No trabaja,,10.6,Tarjeta debito,2,250000,0,7,Medio,SR10,17.5,1,0,0,5,3,0,10.0,0,0,Career switcher,0,Lunes,Mobile,Chrome,Gris,Aries,X1004,9,0,0
TRAIN_00739,2025-02,Web Dev,Referido,Otra,Cs Datos,GBA Norte,24,Part-time,Avanzada,16.7,Efectivo,9,250000,0,12,Alto,SR05,0.8,1,0,1,7,4,0,9.1,0,1,Upskiller,2,Miercoles,Desktop,Chrome,Verde,Escorpio,X4971,6,0,0
TRAIN_00740,2024-11,Python,Universidad Partner,UADE,Psicologia,Otra,21,Full-time,Avanzada,9.1,Tarjeta credito,1,234000,5,8,Bajo,SR05,26.4,1,0,1,13,4,4,,0,0,Explorer,0,Viernes,Mobile,Chrome,Naranja,Cancer,X4706,0,0,0
TRAIN_00741,2024-09,Web Dev,Instagram Ads,ITBA,Ingenieria,CABA,22,No trabaja,Basica,11.4,Tarjeta credito,12,199000,25,27,Medio,SR06,10.8,1,1,0,6,2,2,9.4,0,0,Upskiller,4,Martes,Mobile,Chrome,Verde,Aries,X6919,6,0,0
TRAIN_00742,2024-11,SQL,Instagram Ads,Universidad Austral,Psicologia,GBA Oeste,18,Part-time,Basica,9.0,Tarjeta credito,3,118000,30,17,Medio,SR08,45.3,1,0,0,2,1,0,,0,0,Curioso,1,Martes,Mobile,Safari,Azul,Aries,X5483,4,1,1
TRAIN_00743,2024-08,IA Generativa,Evento,Otra,Otra,Otra,22,Full-time,Basica,9.8,Transferencia,2,195000,5,17,Medio,SR01,13.3,1,1,1,7,4,2,8.7,0,1,Desempleado activo,0,Viernes,Mobile,Chrome,Verde,Leo,X8369,8,0,0
TRAIN_00744,2024-09,Web Dev,Universidad Partner,Otra,Ingenieria,CABA,28,Part-time,Basica,,Tarjeta debito,4,199000,20,9,Medio,SR12,2.5,1,0,1,12,4,4,8.7,0,0,Career switcher,2,Jueves,Mobile,Edge,Azul,Leo,X7473,0,0,0
TRAIN_00745,2025-05,Web Dev,Instagram Ads,UADE,Administracion,GBA Norte,23,Freelance,,5.7,Tarjeta credito,12,216000,10,8,Bajo,SR07,0.3,0,0,1,6,4,3,8.9,0,1,Desempleado activo,0,Jueves,Desktop,Edge,Rojo,Cancer,X6059,9,0,0
TRAIN_00746,2024-09,IA Generativa,TikTok Ads,Otra,Administracion,CABA,21,Full-time,Avanzada,5.2,Tarjeta credito,3,129000,40,2,Alto,SR12,0.7,1,0,1,8,4,5,10.0,1,0,Curioso,1,Lunes,Desktop,Chrome,Naranja,Cancer,X9514,0,0,0
TRAIN_00747,2024-09,IA Generativa,Instagram Ads,UBA,Ingenieria,Rosario,18,Busca trabajo,Ninguna,7.9,Tarjeta credito,12,183000,15,6,Medio,SR02,5.9,0,0,0,3,2,1,9.7,0,0,Desempleado activo,2,Miercoles,Mobile,Edge,Violeta,Piscis,X6011,0,0,0
TRAIN_00748,2025-04,Data Analytics,Referido,UNLP,Cs Datos,CABA,29,Part-time,Intermedia,9.7,Transferencia,2,243000,10,27,Alto,SR04,,1,0,1,9,4,1,8.7,0,0,Explorer,3,Viernes,Desktop,Chrome,Gris,Acuario,X1278,8,0,0
TRAIN_00749,2024-10,Machine Learning,Web Organico,Otra,Administracion,CABA,24,Freelance,Avanzada,13.5,Tarjeta debito,4,230000,25,21,Bajo,SR05,0.9,0,1,0,2,3,1,7.3,0,0,Curioso,2,Lunes,Mobile,Edge,Azul,Aries,X5798,6,0,0
TRAIN_00750,2025-04,IA Generativa,TikTok Ads,UTN,Cs Datos,CABA,24,Part-time,Basica,5.5,Mercado Pago,4,176000,10,17,Alto,SR02,,1,1,1,11,4,3,7.8,0,0,Explorer,4,Jueves,Mobile,Chrome,Naranja,Virgo,X2945,9,1,1
TRAIN_00751,2025-05,Data Analytics,TikTok Ads,UNLP,Cs Datos,CABA,27,Full-time,Ninguna,,Tarjeta credito,6,190000,30,22,Medio,SR07,21.3,0,0,0,4,2,2,,1,0,Upskiller,1,Miercoles,Mobile,Chrome,Azul,Libra,X2224,8,0,0
TRAIN_00752,2025-05,Web Dev,Instagram Ads,UTN,Diseno,GBA Sur,22,Full-time,Ninguna,4.0,Tarjeta credito,3,185000,25,17,Medio,SR11,38.3,0,1,1,7,4,2,,0,0,Desempleado activo,5,Miercoles,Mobile,Safari,Naranja,Cancer,X9875,6,1,1
TRAIN_00753,2025-05,IA Generativa,Instagram Ads,ITBA,Administracion,La Plata,29,No trabaja,Intermedia,7.8,Transferencia,3,155000,25,23,Medio,SR02,0.3,0,1,1,8,4,3,7.4,0,0,Desempleado activo,0,Viernes,Desktop,Chrome,Naranja,Aries,X7432,6,0,0
TRAIN_00754,2025-03,Web Dev,Google Ads,UADE,Administracion,CABA,24,Full-time,Ninguna,8.2,Tarjeta debito,6,256000,0,0,Medio,SR11,0.3,0,0,1,7,3,5,,0,0,Curioso,0,Viernes,Desktop,Otro,Gris,Tauro,X8780,1,0,0
TRAIN_00755,2025-03,Web Dev,Referido,UBA,Administracion,CABA,22,No trabaja,Basica,13.8,Efectivo,4,188000,15,18,Medio,SR08,45.9,0,0,0,2,1,0,,0,0,Explorer,2,Viernes,Desktop,Chrome,Violeta,Libra,X5390,9,1,1
TRAIN_00756,2025-04,Machine Learning,Web Organico,Otra,Diseno,Rosario,26,Part-time,Ninguna,8.7,Mercado Pago,4,231000,30,0,Medio,SR03,6.0,1,0,1,11,4,3,,0,0,Explorer,0,Jueves,Mobile,Firefox,Violeta,Acuario,X1979,5,0,0
TRAIN_00757,2024-08,Web Dev,Referido,ITBA,Otra,GBA Norte,21,Part-time,Basica,,Tarjeta credito,3,167000,30,9,Medio,SR10,7.4,1,0,0,7,1,1,7.5,0,0,Desempleado activo,3,Jueves,Mobile,Chrome,Azul,Leo,X5751,5,0,0
TRAIN_00758,2024-08,Web Dev,Instagram Ads,Otra,Diseno,Cordoba,18,No trabaja,,1.8,Transferencia,6,156000,40,15,Medio,SR07,4.2,1,1,0,5,3,5,8.6,0,0,Career switcher,0,Sabado,Mobile,Safari,Gris,Acuario,X5691,1,0,0
TRAIN_00759,2025-04,Data Analytics,Instagram Ads,UNLP,Administracion,CABA,25,Full-time,,1.3,Tarjeta debito,3,193000,25,19,Bajo,SR01,15.5,1,0,0,0,1,0,6.6,0,0,Upskiller,2,Lunes,Mobile,Firefox,Verde,Aries,X2800,3,0,0
TRAIN_00760,2024-08,IA Generativa,Instagram Ads,Otra,Administracion,Rosario,19,Busca trabajo,,10.0,Tarjeta debito,3,196000,0,13,Alto,SR09,7.4,1,1,1,8,4,4,,0,1,Upskiller,1,Martes,Mobile,Chrome,Naranja,Aries,X2180,1,1,1
TRAIN_00761,2025-05,Python,Web Organico,UTN,Otra,CABA,27,Part-time,Ninguna,6.7,Tarjeta credito,1,183000,25,25,Medio,SR12,11.9,1,1,1,9,4,3,6.6,0,0,Career switcher,1,Lunes,Desktop,Chrome,Rojo,Libra,X6418,1,0,0
TRAIN_00762,2025-03,Python,Referido,UBA,Psicologia,GBA Oeste,25,Part-time,Basica,11.0,Transferencia,1,239000,5,2,Alto,SR07,16.6,1,0,0,6,4,1,9.9,0,1,Upskiller,4,Lunes,Tablet,Safari,Violeta,Virgo,X7788,0,0,0
TRAIN_00763,2024-11,Data Analytics,Google Ads,UADE,Psicologia,GBA Norte,18,No trabaja,Basica,,Transferencia,3,223000,10,6,Alto,SR10,4.7,1,1,1,11,4,2,8.8,0,0,Curioso,4,Lunes,Mobile,Chrome,Verde,Acuario,X2641,2,0,0
TRAIN_00764,2025-05,Data Analytics,TikTok Ads,UTN,Administracion,GBA Oeste,25,Freelance,Intermedia,8.5,Transferencia,3,167000,35,33,Bajo,SR06,16.7,0,1,0,7,2,0,4.9,1,1,Upskiller,0,Jueves,Desktop,Safari,Verde,Leo,X9772,6,1,1
TRAIN_00765,2024-10,Web Dev,Referido,UBA,Administracion,Rosario,19,Busca trabajo,Ninguna,9.2,Tarjeta credito,3,242000,0,17,,SR04,11.5,1,1,1,12,4,2,8.1,0,0,Curioso,5,Jueves,Mobile,Firefox,Violeta,Acuario,X1622,1,0,0
TRAIN_00766,2025-04,Python,Referido,ITBA,Cs Datos,CABA,26,Busca trabajo,Ninguna,14.4,Efectivo,4,133000,30,3,Medio,SR06,2.0,1,1,1,9,4,2,6.9,0,0,Career switcher,4,Viernes,Desktop,Firefox,Gris,Acuario,X2083,4,0,0
TRAIN_00767,2025-04,Data Analytics,TikTok Ads,ITBA,Ingenieria,Mendoza,20,Busca trabajo,Ninguna,8.2,Tarjeta credito,3,205000,25,23,Medio,SR02,12.1,0,0,1,6,4,2,5.8,0,1,Desempleado activo,3,Viernes,Desktop,Safari,Violeta,Piscis,X3867,0,0,1
TRAIN_00768,2024-10,Data Analytics,Universidad Partner,UTN,Diseno,CABA,20,Busca trabajo,Ninguna,8.2,Tarjeta debito,3,243000,15,15,Medio,SR09,17.2,1,0,0,5,0,3,5.6,0,0,Desempleado activo,6,Martes,Desktop,Edge,Gris,Escorpio,X1871,3,0,0
TRAIN_00769,2024-10,Python,Web Organico,UTN,Ingenieria,CABA,29,Part-time,Avanzada,5.5,Tarjeta credito,3,205000,5,25,Bajo,SR08,,0,1,1,3,3,2,7.6,0,0,Desempleado activo,0,Miercoles,Desktop,Chrome,Naranja,Capricornio,X2758,5,0,1
TRAIN_00770,2025-04,Python,TikTok Ads,Universidad Austral,Otra,La Plata,18,No trabaja,Intermedia,4.1,Tarjeta credito,1,120000,40,15,Medio,SR12,4.6,0,0,1,5,4,2,6.8,1,0,Career switcher,2,Miercoles,Tablet,Otro,Rojo,Sagitario,X2919,7,1,1
TRAIN_00771,2025-04,Web Dev,TikTok Ads,UBA,Cs Datos,Mendoza,31,Freelance,Basica,8.8,Mercado Pago,4,227000,15,9,Alto,SR07,6.9,0,0,0,4,2,1,8.5,0,0,Upskiller,4,Jueves,Desktop,Chrome,Naranja,Libra,X5563,5,0,0
TRAIN_00772,2025-04,Python,Referido,UADE,Cs Datos,GBA Oeste,22,Busca trabajo,Intermedia,3.9,Mercado Pago,6,206000,20,32,Bajo,SR02,7.5,1,1,1,5,4,0,7.5,0,0,Career switcher,2,Viernes,Desktop,Chrome,Azul,Geminis,X8737,6,0,0
TRAIN_00773,2024-10,Python,Referido,UTN,Psicologia,Otra,30,No trabaja,Ninguna,8.8,Tarjeta debito,6,223000,10,10,Bajo,SR02,0.7,0,0,0,4,3,1,6.2,0,1,Upskiller,0,Viernes,Desktop,Edge,Azul,Tauro,X2465,4,0,0
TRAIN_00774,2024-11,Python,Google Ads,Universidad Austral,Cs Datos,GBA Oeste,28,Full-time,Ninguna,1.5,Efectivo,2,219000,0,13,Medio,SR11,2.4,1,1,1,10,4,4,,0,0,Upskiller,1,Jueves,Mobile,Chrome,Gris,Sagitario,X7083,5,0,0
TRAIN_00775,2024-08,Web Dev,Instagram Ads,Otra,Ingenieria,CABA,22,Part-time,Basica,9.7,Tarjeta credito,4,209000,20,15,Medio,SR03,7.3,1,1,1,12,4,3,9.1,0,0,Curioso,3,Jueves,Tablet,Safari,Gris,Sagitario,X5016,2,0,0
TRAIN_00776,2025-04,Python,Universidad Partner,UTN,Psicologia,CABA,26,Full-time,Ninguna,1.9,Transferencia,2,182000,20,15,Alto,SR02,8.8,1,1,1,9,4,4,6.3,0,1,Curioso,5,Miercoles,Desktop,Chrome,Gris,Sagitario,X5496,2,0,0
TRAIN_00777,2024-10,Data Analytics,Instagram Ads,UBA,Economia,CABA,18,Part-time,Intermedia,10.2,Mercado Pago,4,165000,30,20,Medio,SR03,10.9,1,0,0,3,2,2,4.6,0,1,Career switcher,3,Sabado,Mobile,Chrome,Rojo,Cancer,X3133,1,0,0
TRAIN_00778,2025-02,Python,Referido,Universidad Austral,Ingenieria,GBA Sur,26,Part-time,Ninguna,5.5,Tarjeta credito,2,91000,10,34,Alto,SR12,3.5,1,0,1,11,4,1,10.0,1,0,Career switcher,0,Martes,Mobile,Chrome,Verde,Tauro,X5066,1,0,0
TRAIN_00779,2025-02,SQL,Referido,UADE,Administracion,CABA,26,Freelance,Ninguna,8.5,Tarjeta credito,3,172000,0,16,Medio,SR09,27.7,1,1,1,14,4,7,4.6,0,0,Career switcher,5,Sabado,Mobile,Chrome,Violeta,Aries,X7470,8,0,0
TRAIN_00780,2025-03,IA Generativa,TikTok Ads,UTN,Psicologia,CABA,25,Freelance,Basica,8.7,Tarjeta debito,9,115000,45,8,Alto,SR09,7.1,1,0,0,2,2,0,8.1,0,0,Career switcher,7,Jueves,Mobile,Safari,Violeta,Libra,X8940,0,0,0
TRAIN_00781,2025-02,Data Analytics,Google Ads,UBA,Administracion,CABA,33,Part-time,Basica,5.2,Transferencia,1,204000,20,36,Alto,SR03,5.1,1,0,1,6,4,1,7.6,0,0,Curioso,1,Martes,Desktop,Chrome,Violeta,Geminis,X3216,6,0,0
TRAIN_00782,2024-11,Web Dev,Universidad Partner,UBA,Administracion,GBA Oeste,22,Full-time,Basica,5.4,Mercado Pago,1,256000,5,5,Medio,SR09,10.6,1,0,0,2,1,2,7.2,0,0,Upskiller,3,Miercoles,Mobile,Chrome,Rojo,Leo,X5674,2,0,0
TRAIN_00783,2025-05,IA Generativa,Referido,UTN,Ingenieria,Rosario,21,Part-time,Avanzada,9.7,Tarjeta credito,12,193000,10,13,Medio,SR03,29.4,1,1,1,10,4,5,8.1,1,0,Upskiller,3,Sabado,Mobile,Chrome,Rojo,Cancer,X9020,7,0,0
TRAIN_00784,2024-08,Data Analytics,Google Ads,UNLP,Cs Datos,GBA Norte,27,No trabaja,Ninguna,3.1,Tarjeta credito,6,228000,0,7,Alto,SR03,2.4,0,0,0,7,3,4,7.1,0,1,Career switcher,6,Jueves,Mobile,Safari,Gris,Sagitario,X9654,7,0,0
TRAIN_00785,2025-03,Python,Web Organico,Otra,Diseno,CABA,25,No trabaja,Ninguna,12.2,Transferencia,2,179000,30,1,Bajo,SR08,2.0,1,0,1,8,4,2,9.6,0,0,Explorer,2,Jueves,Desktop,Chrome,Rojo,Acuario,X4428,0,0,0
TRAIN_00786,2025-04,Data Analytics,Universidad Partner,UBA,Cs Datos,Mendoza,27,Part-time,Basica,6.5,Mercado Pago,4,219000,15,0,Alto,SR08,18.8,1,1,1,9,3,3,9.4,0,0,Explorer,7,Miercoles,Tablet,Chrome,Azul,Leo,X9893,4,0,0
TRAIN_00787,2024-10,IA Generativa,Google Ads,ITBA,Diseno,GBA Norte,23,No trabaja,Basica,7.1,Tarjeta credito,6,214000,5,16,Alto,SR08,3.9,1,0,0,4,1,1,10.0,0,1,Upskiller,2,Viernes,Mobile,Safari,Rojo,Escorpio,X2198,5,0,0
TRAIN_00788,2024-08,Python,Web Organico,UTN,Psicologia,Rosario,26,Full-time,Intermedia,1.6,Tarjeta credito,6,184000,25,2,Bajo,SR04,0.1,0,0,0,4,0,1,8.4,0,0,Career switcher,3,Sabado,Mobile,Firefox,Violeta,Libra,X8250,9,0,0
TRAIN_00789,2025-05,Python,TikTok Ads,ITBA,Economia,Rosario,18,Full-time,,9.0,Tarjeta credito,6,229000,5,8,Alto,SR02,14.8,1,1,1,10,4,2,,0,0,Curioso,2,Viernes,Mobile,Chrome,Rojo,Leo,X1989,4,0,0
TRAIN_00790,2025-03,Python,Referido,Otra,Ingenieria,GBA Sur,23,No trabaja,Ninguna,10.3,Transferencia,9,200000,15,20,Bajo,SR02,10.8,1,0,1,9,2,2,7.1,1,0,Desempleado activo,4,Sabado,Desktop,Chrome,Naranja,Capricornio,X5542,9,0,0
TRAIN_00791,2025-02,SQL,TikTok Ads,UADE,Ingenieria,GBA Norte,19,Busca trabajo,Ninguna,7.3,Efectivo,9,174000,0,5,Medio,SR01,4.4,0,0,0,1,1,0,,0,1,Upskiller,2,Miercoles,Desktop,Chrome,Naranja,Aries,X6425,0,1,1
TRAIN_00792,2025-04,SQL,Instagram Ads,UADE,Administracion,GBA Oeste,24,No trabaja,Ninguna,6.8,Transferencia,3,132000,30,11,Alto,SR11,11.8,1,0,1,7,3,2,8.7,1,0,Upskiller,5,Lunes,Mobile,Chrome,Verde,Piscis,X9810,4,0,0
TRAIN_00793,2024-09,Web Dev,TikTok Ads,Otra,Ingenieria,CABA,23,Full-time,Avanzada,7.0,Mercado Pago,4,246000,10,0,Bajo,SR08,1.9,1,0,1,7,2,3,6.8,0,0,Curioso,6,Viernes,Mobile,Edge,Rojo,Acuario,X1062,7,0,0
TRAIN_00794,2024-08,Python,Evento,UADE,Otra,GBA Sur,18,Part-time,Basica,7.9,,4,187000,20,29,Medio,SR07,42.3,0,1,0,4,2,3,,0,0,Upskiller,1,Miercoles,Desktop,Chrome,Verde,Tauro,X6441,1,1,1
TRAIN_00795,2024-09,SQL,Google Ads,UBA,Diseno,GBA Sur,25,Part-time,Basica,9.7,Mercado Pago,3,199000,0,27,Bajo,SR07,26.1,0,0,1,9,4,3,9.2,0,0,Career switcher,1,Jueves,Mobile,Chrome,Azul,Cancer,X7200,0,0,0
TRAIN_00796,2025-05,IA Generativa,Universidad Partner,UBA,Administracion,GBA Sur,19,Full-time,Avanzada,11.1,Efectivo,4,174000,20,7,Alto,SR10,4.8,1,1,1,11,4,3,5.7,0,0,Career switcher,1,Jueves,Mobile,Chrome,Naranja,Tauro,X6069,8,0,0
TRAIN_00797,2024-11,Python,Instagram Ads,UBA,Otra,GBA Sur,22,No trabaja,,6.5,Tarjeta credito,9,233000,5,21,Alto,SR02,6.4,1,1,1,8,4,2,9.4,0,0,Career switcher,3,Jueves,Tablet,Edge,Rojo,Acuario,X9219,7,0,0
TRAIN_00798,2024-11,Web Dev,Referido,UADE,Cs Datos,Rosario,23,Part-time,Basica,5.3,Efectivo,3,104000,0,5,Medio,SR06,5.1,1,1,1,8,4,3,,0,0,Upskiller,3,Miercoles,Desktop,Otro,Rojo,Piscis,X8299,4,1,1
TRAIN_00799,2024-11,Data Analytics,Web Organico,UBA,Otra,CABA,32,No trabaja,Ninguna,6.0,Tarjeta credito,6,187000,30,8,Bajo,SR08,1.5,1,0,0,0,0,0,,0,0,Career switcher,3,Martes,Mobile,Safari,Naranja,Piscis,X9660,2,1,1
TRAIN_00800,2024-10,Python,Web Organico,UTN,Cs Datos,Mendoza,23,Freelance,Ninguna,9.6,Efectivo,3,233000,0,0,Medio,SR09,4.0,0,0,1,6,4,2,5.6,0,0,Career switcher,1,Sabado,Desktop,Chrome,Azul,Aries,X3785,7,0,0
TRAIN_00801,2025-04,Python,TikTok Ads,Universidad Austral,Economia,GBA Sur,25,Part-time,Intermedia,3.5,Tarjeta debito,2,240000,0,25,Bajo,SR08,6.3,0,1,1,4,3,1,8.2,0,0,Curioso,6,Lunes,Mobile,Edge,Naranja,Sagitario,X4327,1,0,0
TRAIN_00802,2024-10,IA Generativa,Universidad Partner,UNLP,Ingenieria,CABA,24,Busca trabajo,Ninguna,3.5,Mercado Pago,3,140000,30,13,Medio,SR10,47.4,1,0,1,5,4,1,8.6,0,1,Curioso,0,Viernes,Tablet,Safari,Naranja,Sagitario,X4389,7,0,0
TRAIN_00803,2024-09,SQL,Instagram Ads,Otra,Administracion,GBA Norte,27,Freelance,Intermedia,6.4,Transferencia,3,175000,0,3,Bajo,SR08,26.2,1,0,1,9,4,4,8.4,0,1,Career switcher,2,Viernes,Desktop,Chrome,Verde,Cancer,X5394,9,0,0
TRAIN_00804,2025-05,Machine Learning,Google Ads,UTN,Economia,Cordoba,29,Busca trabajo,Intermedia,,Tarjeta debito,1,227000,30,0,Bajo,SR02,5.0,1,0,0,4,2,1,8.0,0,0,Upskiller,4,Jueves,Desktop,Chrome,Azul,Capricornio,X9775,3,0,0
TRAIN_00805,2024-11,Data Analytics,Referido,UBA,Cs Datos,CABA,26,No trabaja,Basica,7.0,Tarjeta debito,2,231000,15,14,Bajo,SR04,6.2,1,0,1,12,4,3,6.3,1,0,Upskiller,2,Sabado,Tablet,Chrome,Azul,Leo,X7962,4,0,0
TRAIN_00806,2025-05,SQL,Evento,UBA,Administracion,GBA Norte,18,No trabaja,Basica,7.3,Mercado Pago,3,156000,5,12,Medio,SR07,13.1,1,0,1,10,4,1,8.8,0,1,Upskiller,0,Viernes,Mobile,Chrome,Violeta,Tauro,X2970,8,0,0
TRAIN_00807,2025-03,Python,TikTok Ads,UTN,Economia,GBA Sur,21,Full-time,Ninguna,6.3,Transferencia,4,252000,0,18,Alto,SR01,81.0,0,0,0,7,3,4,9.0,0,0,Desempleado activo,3,Lunes,Desktop,Chrome,Rojo,Libra,X8592,6,0,0
TRAIN_00808,2025-04,Web Dev,TikTok Ads,UBA,Cs Datos,CABA,23,No trabaja,Ninguna,3.5,Mercado Pago,12,206000,25,18,Bajo,SR07,2.4,1,0,1,12,4,5,7.6,0,0,Desempleado activo,7,Miercoles,Mobile,Chrome,Verde,Acuario,X7449,2,0,0
TRAIN_00809,2024-09,Machine Learning,TikTok Ads,Universidad Austral,Ingenieria,CABA,24,Full-time,Basica,3.4,Transferencia,3,275000,15,7,Medio,SR10,7.8,0,1,0,3,1,0,6.8,0,0,Explorer,2,Miercoles,Desktop,Chrome,Naranja,Cancer,X7436,5,0,0
TRAIN_00810,2025-04,Machine Learning,Instagram Ads,UNLP,Ingenieria,CABA,22,No trabaja,,5.6,Tarjeta credito,2,198000,40,19,Alto,SR01,22.7,1,1,1,9,4,2,8.8,0,0,Upskiller,4,Viernes,Mobile,Safari,Azul,Virgo,X7189,2,0,0
TRAIN_00811,2025-05,Python,Instagram Ads,Otra,Cs Datos,Mendoza,23,No trabaja,Basica,11.7,Tarjeta credito,4,238000,10,3,Medio,SR01,4.1,1,1,1,8,4,1,7.9,0,0,Explorer,0,Lunes,Mobile,Firefox,Rojo,Aries,X5643,7,0,0
TRAIN_00812,2025-04,Data Analytics,Google Ads,Otra,Ingenieria,CABA,23,Busca trabajo,Basica,2.1,Tarjeta credito,4,181000,20,6,,SR12,4.5,1,0,1,6,4,2,9.7,0,0,Upskiller,0,Martes,Desktop,Chrome,Azul,Libra,X5315,8,0,0
TRAIN_00813,2025-02,Python,Web Organico,Otra,Cs Datos,GBA Norte,18,No trabaja,Basica,10.8,Mercado Pago,3,202000,15,5,Alto,SR01,15.6,1,0,0,5,2,4,8.6,0,0,Desempleado activo,0,Sabado,Desktop,Edge,Azul,Libra,X2645,8,0,0
TRAIN_00814,2024-11,Web Dev,Universidad Partner,UNLP,Ingenieria,Rosario,22,Full-time,Basica,0.9,Tarjeta credito,3,246000,0,0,Alto,SR02,3.6,1,1,0,10,4,5,6.7,0,0,Upskiller,1,Jueves,Desktop,Safari,Azul,Leo,X9019,4,0,0
TRAIN_00815,2024-10,Python,Google Ads,UNLP,Diseno,CABA,29,Part-time,,9.8,Tarjeta credito,3,177000,25,23,Bajo,SR06,3.0,1,1,1,10,4,3,,0,0,Desempleado activo,4,Sabado,Mobile,Safari,Violeta,Virgo,X1908,5,0,0
TRAIN_00816,2025-03,Machine Learning,Web Organico,Otra,Economia,CABA,18,No trabaja,Ninguna,4.0,Mercado Pago,2,279000,10,4,Medio,SR05,7.9,1,0,1,9,4,2,10.0,0,0,Curioso,3,Sabado,Desktop,Chrome,Azul,Tauro,X9103,0,0,0
TRAIN_00817,2024-09,Web Dev,Referido,Otra,Ingenieria,Otra,21,No trabaja,Avanzada,4.8,Tarjeta credito,6,180000,30,5,Alto,SR11,4.0,1,1,1,7,3,2,7.2,0,0,Curioso,3,Lunes,Desktop,Chrome,Naranja,Acuario,X7867,0,0,0
TRAIN_00818,2024-10,Web Dev,TikTok Ads,UTN,Ingenieria,GBA Norte,25,Part-time,Intermedia,7.0,Tarjeta credito,1,228000,5,11,Medio,SR06,38.7,0,0,1,9,4,4,8.5,0,0,Upskiller,4,Sabado,Mobile,Safari,Verde,Tauro,X6745,7,0,0
TRAIN_00819,2025-03,Web Dev,TikTok Ads,UBA,Economia,GBA Sur,31,No trabaja,Basica,6.6,Tarjeta debito,6,164000,35,24,Medio,SR11,2.1,1,0,1,8,4,2,8.2,0,0,Career switcher,5,Jueves,Mobile,Edge,Naranja,Virgo,X9103,4,0,0
TRAIN_00820,2024-11,IA Generativa,TikTok Ads,UBA,Ingenieria,CABA,28,Freelance,Avanzada,3.1,Tarjeta credito,6,181000,15,15,Medio,SR01,7.4,1,0,0,1,1,2,7.0,0,0,Curioso,3,Jueves,Desktop,Chrome,Violeta,Aries,X8120,0,1,1
TRAIN_00821,2025-02,Python,Google Ads,Otra,Otra,CABA,25,Part-time,Ninguna,9.5,Mercado Pago,3,197000,15,16,,SR12,5.2,1,0,0,12,4,4,6.9,0,0,Career switcher,3,Lunes,Desktop,Chrome,Violeta,Acuario,X4002,6,0,0
TRAIN_00822,2024-09,Python,Referido,UBA,Ingenieria,CABA,18,Busca trabajo,Basica,3.1,Mercado Pago,2,170000,30,16,Medio,SR09,6.1,0,0,0,3,1,0,,0,0,Explorer,1,Miercoles,Desktop,Chrome,Gris,Acuario,X2383,2,1,1
TRAIN_00823,2024-10,IA Generativa,TikTok Ads,Universidad Austral,Diseno,GBA Oeste,30,No trabaja,Basica,9.1,Transferencia,3,155000,30,14,Medio,SR01,14.0,1,0,1,9,4,3,7.5,1,0,Desempleado activo,2,Viernes,Mobile,Firefox,Verde,Aries,X2293,9,0,0
TRAIN_00824,2025-02,Machine Learning,Google Ads,Universidad Austral,Ingenieria,CABA,24,Part-time,Ninguna,6.1,Tarjeta credito,1,229000,30,17,Alto,SR01,3.5,0,1,0,6,1,3,8.3,0,0,Curioso,1,Lunes,Mobile,Chrome,Naranja,Escorpio,X1891,4,0,0
