vuelo_id,aerolinea,ciudad_origen,ciudad_destino,pais_origen,tipo_ruta,clase_servicio,mes,dia_semana,duracion_vuelo_min,distancia_km,retraso_salida_min,retraso_llegada_min,cancelado,causa_retraso,precio_boleto_usd,ocupacion_pct,num_pasajeros,satisfaccion_cliente,puntualidad_historica_pct
VL10379,Copa Airlines,Bogotá,Miami,Colombia,Internacional,Ejecutiva,9,Miércoles,314,3800,17,10,False,Clima,3603.4157261257487,65.9,145,2.1,82.9
VL11640,Viva Air,Medellín,Ciudad Mx,Colombia,Internacional,Económica,12,Viernes,241,3400,0,3,False,,284.5,90.0,162,,65.5
VL10580,Aeroméxico,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,10,Miércoles,238,3100,0,0,False,,555.47,58.0,128,,74.5
VL11350,Volaris,Lima,Santiago,Perú,Internacional,Económica,1,Viernes,182,2400,0,7,False,,212.56,87.5,158,2.5,66.8
VL10151,Avianca,Santiago,Lima,Chile,Internacional,Económica,11,Viernes,211,2400,15,8,False,,194.86,93.8,169,3.2,74.0
VL11459,Aeroméxico,Cancún,Bogotá,México,Internacional,Económica,8,Viernes,271,3500,4,14,False,,295.96,63.4,114,3.4,76.8
VL11578,Viva Air,Santiago,São Paulo,Chile,Internacional,Ejecutiva,8,Martes,199,2700,3,9,False,,599.15,62.7,138,5.0,65.6
VL11439,Avianca,Cancún,Bogotá,México,Internacional,Económica,8,Jueves,326,3500,0,0,False,,472.09,76.4,138,3.5,72.9
VL10039,Aeroméxico,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,11,Martes,266,3100,0,0,False,,4132.922930009621,70.9,156,5.0,73.5
VL11975,Aeroméxico,Guadalajara,Ciudad Mx,México,Doméstica,Económica,2,Jueves,72,550,0,5,False,,65.16,82.8,149,3.0,71.3
VL10383,Avianca,Lima,Santiago,Perú,Internacional,Económica,1,Jueves,223,2400,0,0,False,,281.7,67.5,122,2.8,76.5
VL11933,Aeroméxico,Santiago,São Paulo,Chile,Internacional,Económica,2,Sábado,201,2700,0,8,False,,161.58,94.5,170,3.5,74.1
VL10522,Avianca,Cartagena,Bogotá,Colombia,Doméstica,Ejecutiva,3,Domingo,59,650,0,0,True,,5104.392317489888,93.8,206,4.2,72.2
VL10937,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Ejecutiva,9,Sábado,64,550,17,27,False,Clima,199.2,82.7,182,4.1,78.0
VL10413,Avianca,Santiago,São Paulo,,Internacional,Económica,10,Lunes,215,2700,7,15,False,,357.62,63.0,113,2.7,74.6
VL12786,Avianca,Cartagena,Bogotá,Colombia,Doméstica,Económica,7,Domingo,45,650,3,16,False,,53.58,86.6,156,2.2,70.6
VL12404,Avianca,Cancún,Bogotá,México,Internacional,Económica,3,Sábado,265,3500,8,0,False,,434.53,76.2,137,5.0,74.2
VL12405,Sky Airline,Santiago,São Paulo,Chile,Internacional,Económica,4,Viernes,208,2700,7,4,False,,249.31,72.8,131,4.9,73.5
VL10122,LATAM,Bogotá,Miami,Colombia,Internacional,Económica,10,Sábado,298,3800,24,17,False,Tripulación,214.23,58.6,105,3.6,79.0
VL11538,LATAM,Santiago,Lima,Chile,Internacional,Económica,7,Viernes,198,2400,19,22,False,Operacional,310.23,77.6,140,4.4,80.2
VL11955,Volaris,Guadalajara,Ciudad Mx,México,Doméstica,Económica,1,Domingo,65,550,0,3,False,,57.05,86.3,155,3.4,70.6
VL10916,Volaris,Bogotá,Miami,Colombia,Internacional,Económica,1,Martes,328,3800,86,86,False,Tripulación,320.48,88.9,160,3.5,69.4
VL10826,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Económica,10,Viernes,233,3200,51,37,True,Aeropuerto,429.18,82.2,148,3.9,73.3
VL10526,Viva Air,Ciudad Mx,Bogotá,México,Internacional,Económica,7,Domingo,254,3200,0,0,False,,329.52,73.2,132,3.9,67.3
VL12224,Avianca,Bogotá,Medellín,Colombia,Doméstica,Económica,2,Jueves,60,580,0,4,False,,58.74,92.8,167,4.1,73.0
VL10896,LATAM,Bogotá,Miami,Colombia,Internacional,Ejecutiva,9,Sábado,339,3800,24,13,False,Tripulación,1253.8,84.6,186,4.2,80.1
VL12440,Aeroméxico,Santiago,São Paulo,Chile,Internacional,Económica,7,Miércoles,217,2700,15,17,False,,351.96,73.9,133,3.7,72.4
VL11136,Volaris,Bogotá,Quito,Colombia,Internacional,Ejecutiva,7,Lunes,92,1000,0,6,False,,287.2,72.8,160,5.0,71.9
VL12360,Copa Airlines,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,11,Sábado,64,580,23,29,False,Operacional,166.22,74.4,164,3.9,82.6
VL12888,Volaris,Bogotá,Quito,Colombia,Internacional,Económica,2,Viernes,92,1000,3,6,False,,130.44,77.0,139,2.3,68.3
VL10278,Avianca,Buenos Aires,Lima,Argentina,Internacional,Ejecutiva,12,Lunes,260,3000,0,0,False,,974.39,79.6,175,5.0,73.3
VL12568,Sky Airline,Bogotá,Quito,Colombia,Internacional,Económica,9,Lunes,102,1000,659,612,False,Aeropuerto,80.65,100.0,180,,74.5
VL10882,Viva Air,Bogotá,Medellín,Colombia,Doméstica,Económica,3,Jueves,69,580,0,0,False,,49.88,70.6,127,5.0,65.4
VL10737,Volaris,Bogotá,Quito,Colombia,Internacional,Económica,2,Lunes,102,1000,17,16,False,Tripulación,124.1,100.0,180,2.4,70.9
VL10878,Aeroméxico,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,12,Sábado,75,580,1,8,False,,163.83,79.1,174,,74.2
VL12188,Viva Air,Ciudad Mx,Miami,México,Internacional,Económica,8,Miércoles,179,2100,26,30,False,Aeropuerto,258.53,100.0,180,1.7,64.2
VL12308,Sky Airline,Ciudad Mx,Cancún,México,Doméstica,Económica,7,Sábado,145,1600,0,0,False,,122.56,84.6,152,4.6,71.1
VL11982,Copa Airlines,Lima,Buenos Aires,,Internacional,Económica,10,Domingo,276,3100,12,10,False,,278.32,76.4,138,2.7,80.3
VL10504,Sky Airline,Cancún,Bogotá,México,Internacional,Económica,7,Jueves,275,3500,0,0,False,,240.34,88.1,159,4.5,73.4
VL12502,Avianca,Santiago,São Paulo,Chile,Internacional,Económica,11,Sábado,229,2700,0,0,False,,331.59,97.0,175,3.3,73.4
VL11656,Sky Airline,Santiago,São Paulo,Chile,Internacional,Económica,4,Jueves,226,2700,0,5,False,,318.69,67.1,121,2.9,73.3
VL12197,LATAM,Lima,Santiago,Perú,Internacional,Económica,5,Miércoles,187,2400,0,0,False,,298.82,87.5,158,5.0,76.3
VL12820,Sky Airline,Guadalajara,Ciudad Mx,México,Doméstica,Económica,1,Domingo,47,550,0,13,False,,74.52,81.0,146,1.8,72.3
VL11153,Avianca,Cancún,Bogotá,México,Internacional,Ejecutiva,12,Lunes,292,3500,0,12,False,,860.47,98.5,217,4.0,73.2
VL11691,Avianca,Medellín,Ciudad Mx,Colombia,Internacional,Ejecutiva,4,Lunes,271,3400,0,0,False,,1033.41,74.8,165,4.9,70.1
VL10547,Aeroméxico,Cancún,Bogotá,México,Internacional,Económica,10,Lunes,305,3500,0,0,False,,191.15,61.9,111,3.5,75.6
VL10708,Avianca,Santiago,Lima,Chile,Internacional,Económica,5,Jueves,181,2400,8,5,False,,237.24,69.7,125,3.3,71.8
VL10003,Copa Airlines,Santiago,São Paulo,Chile,Internacional,Económica,3,Jueves,188,2700,0,0,False,,349.1,73.5,132,4.5,83.2
VL11703,Copa Airlines,Medellín,Ciudad Mx,Colombia,Internacional,Económica,5,Domingo,282,3400,0,3,False,,248.85,77.4,139,3.2,82.4
VL11143,Sky Airline,Santiago,São Paulo,Chile,Internacional,Económica,10,Jueves,209,2700,17,26,False,Clima,180.83,77.2,139,2.8,75.5
VL10388,LATAM,Ciudad Mx,Miami,México,Internacional,Económica,9,Jueves,177,2100,29,22,False,Clima,153.21,70.5,127,3.2,79.5
VL10560,Avianca,Buenos Aires,Lima,Argentina,Internacional,Económica,4,Sábado,208,3000,0,12,False,,,60.4,109,5.0,73.0
VL10358,Volaris,Guadalajara,Ciudad Mx,México,Doméstica,Primera,9,Domingo,53,550,0,7,False,,339.86,62.2,187,2.6,68.2
VL10835,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,9,Lunes,259,3200,0,3,False,,311.53,94.7,170,2.6,73.2
VL11098,Avianca,Ciudad Mx,Miami,México,Internacional,Económica,2,Miércoles,167,2100,0,2,False,,214.65,71.0,128,3.7,72.9
VL11206,Copa Airlines,Cancún,Bogotá,México,Internacional,Económica,6,Sábado,294,3500,0,0,False,,,54.0,97,4.5,80.9
VL12807,Viva Air,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,6,Lunes,156,1600,0,6,False,,246.11,79.9,176,5.0,64.1
VL11066,LATAM,Santiago,Lima,Chile,Internacional,Económica,3,Sábado,195,2400,0,0,False,,231.48,78.3,141,3.1,78.2
VL12966,Sky Airline,Buenos Aires,Lima,Argentina,Internacional,Económica,7,Domingo,213,3000,7,0,False,,360.62,56.2,101,5.0,72.3
VL11366,LATAM,Buenos Aires,Lima,Argentina,Internacional,Económica,5,Sábado,223,3000,57,37,False,Operacional,456.29,91.3,164,4.2,80.2
VL11604,Volaris,Bogotá,Medellín,Colombia,Doméstica,Económica,10,Jueves,81,580,0,0,False,,51.5,63.7,115,2.2,69.9
VL10611,LATAM,Ciudad Mx,Miami,México,Internacional,Ejecutiva,9,Miércoles,163,2100,23,18,False,Clima,422.94,80.8,178,3.1,77.4
VL11171,Viva Air,Cartagena,Bogotá,Colombia,Doméstica,Ejecutiva,11,Martes,59,650,32,23,False,Clima,134.92,76.9,169,3.5,64.3
VL10476,Viva Air,Bogotá,Medellín,Colombia,Doméstica,Económica,9,Domingo,56,580,6,0,False,,72.35,59.5,107,3.4,63.6
VL12263,LATAM,Lima,Buenos Aires,Perú,Internacional,Económica,12,Jueves,244,3100,0,0,False,,5621.541712075803,81.8,147,3.0,78.0
VL11140,Avianca,Bogotá,Quito,Colombia,Internacional,Primera,1,Lunes,67,1000,27,26,True,Operacional,678.47,92.3,277,2.0,71.1
VL11021,Avianca,Bogotá,Miami,Colombia,Internacional,Ejecutiva,3,Lunes,324,3800,65,64,False,Mecánico,,62.1,137,1.8,73.2
VL10427,Copa Airlines,Lima,Santiago,Perú,Internacional,Ejecutiva,8,Domingo,221,2400,0,0,False,,646.83,63.6,140,4.7,82.7
VL12349,Copa Airlines,Bogotá,Medellín,Colombia,Doméstica,Económica,10,Domingo,68,580,42,52,False,Clima,67.54,88.1,159,3.0,83.2
VL10391,Sky Airline,Ciudad Mx,Bogotá,México,Internacional,Económica,1,Domingo,253,3200,15,15,False,,345.4,96.9,174,2.9,76.2
VL11717,Viva Air,Buenos Aires,Lima,Argentina,Internacional,Ejecutiva,4,Martes,254,3000,84,89,False,Aeropuerto,500.83,74.2,163,3.0,69.0
VL12543,Volaris,Santiago,São Paulo,Chile,Internacional,Económica,1,Viernes,225,2700,3,2,False,,218.38,83.4,150,2.1,66.1
VL10895,Volaris,Santiago,Lima,Chile,Internacional,Ejecutiva,2,Lunes,214,2400,0,11,False,,744.38,65.8,145,1.5,67.0
VL12934,Avianca,Buenos Aires,Lima,Argentina,Internacional,Económica,12,Jueves,243,3000,5,13,False,,394.84,95.8,172,2.8,69.8
VL10229,Avianca,Cancún,Bogotá,México,Internacional,Económica,5,Sábado,307,3500,0,0,False,,427.66,56.6,102,3.8,73.0
VL12875,Avianca,Lima,Buenos Aires,Perú,Internacional,Económica,5,Domingo,245,3100,0,0,False,,376.79,66.5,120,3.4,71.8
VL11845,Avianca,Santiago,Lima,Chile,Internacional,Económica,7,Domingo,209,2400,0,11,False,,147.94,85.4,154,3.7,68.9
VL10062,Copa Airlines,Bogotá,Quito,Colombia,Internacional,Económica,3,Sábado,115,1000,0,8,False,,77.8,69.8,126,2.7,83.0
VL10713,Copa Airlines,Ciudad Mx,Bogotá,México,Internacional,Ejecutiva,6,Martes,255,3200,9,14,False,,848.53,91.6,202,4.0,83.7
VL10752,Avianca,Cancún,Bogotá,México,Internacional,Económica,2,Viernes,278,3500,0,0,False,,,80.5,145,4.3,73.2
VL11222,Sky Airline,Lima,Buenos Aires,Perú,Internacional,Económica,7,Domingo,251,3100,0,2,False,,212.53,79.9,144,,72.5
VL11821,Avianca,Ciudad Mx,Cancún,México,Doméstica,Económica,4,Lunes,148,1600,6,10,False,,210.77,86.0,155,2.7,72.4
VL10808,LATAM,Lima,Buenos Aires,Perú,Internacional,Económica,4,Domingo,265,3100,0,0,False,,410.58,87.4,157,4.6,78.4
VL10057,LATAM,Santiago,Lima,Chile,Internacional,Económica,2,Martes,202,2400,0,0,False,,269.84,57.9,104,3.4,79.6
VL11407,LATAM,Bogotá,Quito,Colombia,Internacional,Primera,11,Viernes,98,1000,0,0,False,,418.25,80.0,240,5.0,78.4
VL11188,Copa Airlines,Bogotá,Miami,Colombia,Internacional,Económica,5,Martes,287,3800,0,5,False,,416.96,74.7,134,2.8,82.8
VL11081,Avianca,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,10,Viernes,66,580,0,0,False,,,91.8,202,4.5,73.9
VL11446,LATAM,Buenos Aires,Lima,Argentina,Internacional,Económica,12,Jueves,233,3000,0,2,False,,222.24,86.9,156,1.9,78.5
VL10716,Avianca,Bogotá,Quito,Colombia,Internacional,Económica,10,Martes,78,1000,0,10,False,,4224.365436827273,69.4,125,3.4,71.2
VL11299,Copa Airlines,Buenos Aires,Lima,Argentina,Internacional,Económica,1,Domingo,252,3000,0,7,False,,232.42,68.9,124,,83.9
VL10986,LATAM,Buenos Aires,Lima,Argentina,Internacional,Económica,9,Miércoles,259,3000,0,0,False,,144.3,89.1,160,4.2,75.8
VL12794,Aeroméxico,Lima,Buenos Aires,Perú,Internacional,Económica,6,Viernes,271,3100,13,1,False,,417.5,82.1,148,4.6,77.5
VL10140,Avianca,Cartagena,Bogotá,,Doméstica,Económica,6,Jueves,59,650,20,42,False,Clima,45.39,84.0,151,4.0,73.7
VL12756,Copa Airlines,Lima,Buenos Aires,Perú,Internacional,Económica,10,Sábado,243,3100,17,21,False,Operacional,348.73,76.1,137,3.7,81.0
VL12917,Copa Airlines,Bogotá,Quito,Colombia,Internacional,Ejecutiva,1,Domingo,88,1000,0,0,False,,233.49,90.8,200,4.2,81.0
VL11111,Aeroméxico,Santiago,Lima,Chile,Internacional,Ejecutiva,2,Lunes,189,2400,0,0,True,,651.43,70.5,155,3.2,73.9
VL10377,LATAM,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,4,Jueves,68,580,0,4,False,,159.92,64.7,142,4.7,81.5
VL10718,Aeroméxico,Ciudad Mx,Cancún,México,Doméstica,Económica,1,Martes,132,1600,0,3,False,,200.62,77.9,140,2.7,75.2
VL12755,Avianca,Bogotá,Miami,Colombia,Internacional,Ejecutiva,5,Viernes,282,3800,0,5,False,,1256.15,75.0,165,1.2,74.4
VL11246,Avianca,Ciudad Mx,Cancún,México,Doméstica,Económica,6,Martes,125,1600,29,25,False,Aeropuerto,146.67,74.9,135,2.9,71.2
VL10499,Volaris,Cartagena,Bogotá,Colombia,Doméstica,Ejecutiva,8,Martes,49,650,0,6,False,,141.97,75.6,166,,67.6
VL10018,LATAM,Lima,Buenos Aires,Perú,Internacional,Económica,6,Lunes,249,3100,2,2,False,,356.85,47.9,86,4.4,79.2
VL11840,Viva Air,Ciudad Mx,Bogotá,México,Internacional,Económica,8,Domingo,264,3200,0,0,False,,347.25,70.0,126,3.0,67.8
VL11279,Avianca,Medellín,Ciudad Mx,Colombia,Internacional,Económica,8,Jueves,311,3400,0,0,False,,220.19,65.2,117,5.0,74.5
VL10144,Avianca,Bogotá,Miami,Colombia,Internacional,Ejecutiva,7,Sábado,298,3800,17,22,False,Clima,1201.6,88.3,194,4.0,72.0
VL11383,Aeroméxico,Santiago,Lima,Chile,Internacional,Económica,9,Domingo,196,2400,1,0,False,,307.74,96.0,173,3.7,75.0
VL12620,LATAM,Ciudad Mx,Miami,México,Internacional,Primera,2,Viernes,171,2100,0,18,False,,969.62,80.3,241,2.9,77.3
VL11034,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,11,Sábado,49,580,51,55,False,Mecánico,47.94,81.2,146,4.7,80.2
VL12850,LATAM,Cancún,Bogotá,México,Internacional,Ejecutiva,8,Miércoles,277,3500,0,0,False,,754.78,67.2,148,3.8,76.3
VL10366,Avianca,Cartagena,Bogotá,,Doméstica,Económica,9,Viernes,63,650,0,0,False,,55.75,100.0,180,4.2,70.9
VL12244,Volaris,Bogotá,Quito,Colombia,Internacional,Económica,6,Martes,100,1000,0,15,False,,65.01,80.0,144,3.0,68.1
VL12954,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Económica,10,Sábado,48,550,17,32,False,Mecánico,55.22,84.7,152,2.9,78.4
VL11521,Aeroméxico,Guadalajara,Ciudad Mx,México,Doméstica,Económica,10,Sábado,56,550,0,9,False,,113.31,80.0,144,3.5,73.1
VL12886,Aeroméxico,Medellín,Ciudad Mx,Colombia,Internacional,Ejecutiva,9,Miércoles,256,3400,3,2,False,,973.03,90.7,200,2.6,75.5
VL10177,Sky Airline,Ciudad Mx,Bogotá,México,Internacional,Económica,6,Sábado,252,3200,8,6,False,,325.71,80.9,146,,75.2
VL11223,Volaris,Guadalajara,Ciudad Mx,México,Doméstica,Económica,11,Miércoles,62,550,0,5,False,,30.0,80.1,144,3.5,70.3
VL12707,LATAM,Santiago,Lima,Chile,Internacional,Económica,3,Domingo,188,2400,34,26,False,Mecánico,213.24,71.9,129,2.9,77.3
VL12774,LATAM,Medellín,Ciudad Mx,Colombia,Internacional,Primera,8,Domingo,267,3400,0,0,False,,1804.85,87.6,263,5.0,80.3
VL10237,Viva Air,Bogotá,Medellín,Colombia,Doméstica,Económica,1,Lunes,42,580,91,99,False,Operacional,99.05,88.5,159,1.7,67.9
VL11620,Sky Airline,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,8,Jueves,238,3100,0,0,False,,665.34,69.1,152,4.7,74.6
VL12960,Aeroméxico,Santiago,Lima,Chile,Internacional,Económica,8,Domingo,219,2400,0,2,False,,235.92,86.6,156,,74.1
VL10285,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,4,Sábado,40,580,32,36,False,Operacional,30.0,62.7,113,3.4,77.2
VL12584,Aeroméxico,Santiago,São Paulo,Chile,Internacional,Económica,4,Viernes,220,2700,0,11,False,,355.07,61.3,110,4.0,76.3
VL12421,Avianca,Bogotá,Medellín,Colombia,Doméstica,Económica,3,Miércoles,54,580,0,0,False,,94.37,90.9,164,5.0,71.8
VL12524,Aeroméxico,Bogotá,Quito,Colombia,Internacional,Económica,10,Viernes,91,1000,0,0,False,,104.04,77.1,139,,74.9
VL11967,Volaris,Ciudad Mx,Bogotá,México,Internacional,Económica,1,Viernes,260,3200,0,7,False,,272.85,77.3,139,3.8,71.2
VL12712,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Económica,10,Sábado,253,3200,0,1,False,,245.89,84.8,153,3.6,76.4
VL11145,Copa Airlines,Lima,Santiago,Perú,Internacional,Económica,2,Sábado,185,2400,0,2,False,,317.74,67.0,121,3.8,84.9
VL10769,LATAM,Bogotá,Quito,Colombia,Internacional,Económica,11,Martes,99,1000,0,0,False,,92.94,86.8,156,,80.1
VL12324,LATAM,Bogotá,Quito,Colombia,Internacional,Económica,3,Domingo,76,1000,0,3,False,,80.28,83.0,149,2.2,77.0
VL10305,Avianca,Cartagena,Bogotá,Colombia,Doméstica,Económica,10,Martes,57,650,6,19,False,,47.09,83.1,150,2.9,73.2
VL10545,LATAM,Ciudad Mx,Bogotá,México,Internacional,Económica,6,Lunes,232,3200,0,0,False,,322.49,76.9,138,4.7,78.2
VL12238,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,7,Jueves,63,580,9,6,False,,30.0,67.5,122,3.7,81.2
VL12218,Avianca,Lima,Santiago,Perú,Internacional,Económica,2,Jueves,167,2400,0,8,False,,224.6,56.6,102,3.6,73.0
VL12687,Sky Airline,Ciudad Mx,Bogotá,México,Internacional,Económica,2,Sábado,239,3200,0,12,False,,243.52,78.3,141,2.7,72.6
VL11001,Volaris,Medellín,Ciudad Mx,Colombia,Internacional,Económica,3,Miércoles,291,3400,294,273,False,Tripulación,439.33,100.0,180,2.7,67.6
VL11453,Volaris,Santiago,São Paulo,Chile,Internacional,Económica,10,Domingo,196,2700,0,7,False,,306.36,59.4,107,3.9,66.5
VL11925,Avianca,Bogotá,Medellín,Colombia,Doméstica,Económica,4,Martes,63,580,0,0,False,,65.46,89.5,161,4.5,76.4
VL12766,Avianca,Medellín,Ciudad Mx,Colombia,Internacional,Ejecutiva,9,Miércoles,283,3400,420,383,False,Operacional,432.3,71.2,157,2.3,70.8
VL11495,Copa Airlines,Cancún,Bogotá,México,Internacional,Económica,9,Martes,307,3500,0,9,False,,237.36,95.3,172,4.3,82.4
VL10889,Aeroméxico,Santiago,Lima,Chile,Internacional,Económica,8,Miércoles,190,2400,0,0,False,,339.75,78.3,141,4.6,76.4
VL12446,Avianca,Santiago,Lima,Chile,Internacional,Económica,6,Domingo,218,2400,43,46,False,Clima,299.93,57.7,104,3.6,75.0
VL12410,Copa Airlines,Buenos Aires,Lima,Argentina,Internacional,Económica,1,Lunes,229,3000,0,1,False,,302.84,79.1,142,3.6,84.5
VL11480,LATAM,Bogotá,Quito,Colombia,Internacional,Económica,3,Miércoles,101,1000,0,12,False,,133.08,93.8,169,3.3,79.1
VL12896,Sky Airline,Medellín,Ciudad Mx,Colombia,Internacional,Económica,11,Lunes,250,3400,12,23,False,,306.51,85.7,154,5.0,73.4
VL11513,Copa Airlines,Bogotá,Medellín,Colombia,Doméstica,Económica,9,Jueves,53,580,22,27,False,Aeropuerto,64.4,95.7,172,3.0,83.2
VL12604,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,7,Jueves,67,580,63,70,False,Tripulación,65.69,85.0,153,3.4,79.8
VL11500,Copa Airlines,Medellín,Ciudad Mx,Colombia,Internacional,Económica,11,Lunes,282,3400,16,24,False,Operacional,429.25,86.6,156,3.9,81.8
VL12281,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Primera,3,Miércoles,270,3200,10,4,False,,1375.02,91.5,274,4.5,75.5
VL11324,Volaris,Cartagena,Bogotá,Colombia,Doméstica,Económica,12,Martes,40,650,0,0,False,,115.56,100.0,180,3.6,67.7
VL10630,Volaris,Buenos Aires,Lima,Argentina,Internacional,Económica,5,Martes,232,3000,1,0,False,,292.12,80.6,145,3.9,68.7
VL11234,LATAM,Cancún,Bogotá,México,Internacional,Económica,4,Sábado,287,3500,77,85,False,Mecánico,246.83,85.4,154,2.8,80.0
VL10320,Aeroméxico,Medellín,Ciudad Mx,Colombia,Internacional,Económica,5,Martes,276,3400,20,24,False,Aeropuerto,459.07,73.8,133,3.1,74.2
VL11751,Aeroméxico,Santiago,Lima,Chile,Internacional,Económica,2,Viernes,188,2400,0,0,False,,293.53,90.2,162,5.0,77.9
VL12731,Avianca,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,4,Martes,258,3100,26,32,True,Tripulación,621.65,72.0,158,3.7,71.6
VL11686,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Ejecutiva,3,Jueves,56,550,8,18,False,,161.33,66.5,146,3.9,78.2
VL12518,LATAM,Buenos Aires,Lima,Argentina,Internacional,Económica,6,Sábado,263,3000,0,0,False,,262.54,76.7,138,4.0,79.6
VL12516,Volaris,Bogotá,Medellín,Colombia,Doméstica,Primera,2,Jueves,63,580,10,16,False,,3392.136946971589,94.2,283,2.9,69.3
VL11773,Volaris,Cartagena,Bogotá,Colombia,Doméstica,Económica,10,Martes,75,650,33,33,False,Clima,67.98,64.7,116,2.9,69.2
VL12505,LATAM,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,10,Domingo,124,1600,0,0,False,,559.94,89.1,196,4.7,76.8
VL11012,Copa Airlines,Guadalajara,Ciudad Mx,México,Doméstica,Económica,1,Domingo,41,550,0,5,False,,32.7,75.7,136,2.9,83.5
VL11876,Copa Airlines,Santiago,São Paulo,Chile,Internacional,Económica,7,Jueves,217,2700,0,0,False,,263.11,76.9,138,3.8,83.1
VL11103,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Económica,7,Miércoles,67,550,0,2,False,,56.64,96.4,174,2.1,77.1
VL10566,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Económica,2,Viernes,272,3200,41,39,False,Clima,228.32,74.3,134,4.7,74.7
VL11465,Avianca,Bogotá,Medellín,Colombia,Doméstica,Económica,7,Jueves,45,580,0,7,False,,52.33,89.2,161,2.9,73.0
VL12154,Copa Airlines,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,5,Sábado,120,1600,44,53,False,Clima,570.17,81.8,180,2.4,80.6
VL12905,Copa Airlines,Bogotá,Medellín,Colombia,Doméstica,Económica,8,Sábado,47,580,5,14,False,,51.76,80.4,145,3.2,83.4
VL12081,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,2,Miércoles,43,580,5,0,False,,30.0,100.0,180,5.0,76.4
VL12719,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,9,Miércoles,57,580,3,5,False,,60.03,64.2,116,1.7,76.6
VL12677,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,11,Viernes,42,580,25,34,False,Operacional,59.04,86.9,156,,78.7
VL10568,Volaris,Lima,Santiago,Perú,Internacional,Económica,1,Viernes,202,2400,0,0,False,,271.83,74.2,134,4.2,67.6
VL11569,Sky Airline,Lima,Buenos Aires,Perú,Internacional,Económica,4,Viernes,232,3100,0,0,False,,350.62,86.4,156,4.3,71.6
VL11759,Viva Air,Medellín,Ciudad Mx,Colombia,Internacional,Económica,9,Sábado,254,3400,0,0,False,,332.1,72.5,130,4.6,63.8
VL10825,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Ejecutiva,6,Sábado,48,550,0,0,False,,127.38,83.6,184,,78.7
VL11159,Aeroméxico,Bogotá,Medellín,Colombia,Doméstica,Económica,1,Sábado,69,580,0,0,False,,84.47,97.8,176,3.7,75.8
VL12703,Avianca,Bogotá,Medellín,Colombia,Doméstica,Económica,6,Jueves,65,580,0,0,False,,63.03,73.8,133,3.8,73.0
VL11351,Copa Airlines,Santiago,São Paulo,Chile,Internacional,Económica,10,Sábado,228,2700,0,0,False,,370.19,76.4,138,4.5,82.7
VL10222,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,5,Viernes,78,580,7,16,False,,58.57,83.3,150,2.3,77.7
VL10651,Avianca,Medellín,Ciudad Mx,Colombia,Internacional,Ejecutiva,9,Martes,242,3400,0,2,False,,672.91,71.2,157,3.7,73.1
VL11142,LATAM,Cancún,Bogotá,México,Internacional,Ejecutiva,4,Domingo,273,3500,0,0,False,,1042.87,76.1,167,3.8,80.2
VL11196,LATAM,Cartagena,Bogotá,Colombia,Doméstica,Económica,2,Sábado,67,650,96,116,False,Operacional,30.0,79.5,143,1.4,79.7
VL10425,Copa Airlines,Medellín,Ciudad Mx,Colombia,Internacional,Económica,11,Sábado,251,3400,0,0,False,,242.24,71.1,128,4.4,82.7
VL12931,Avianca,Cancún,Bogotá,México,Internacional,Económica,10,Viernes,281,3500,0,12,False,,257.58,71.6,129,4.4,70.0
VL12537,Sky Airline,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,8,Viernes,133,1600,0,0,False,,328.82,89.5,197,,76.0
VL12813,Avianca,Ciudad Mx,Cancún,México,Doméstica,Económica,12,Martes,135,1600,0,6,False,,103.51,89.1,160,3.8,73.6
